Edad,Antiguedad_anios,Salario_mensual_COP,Horas_semanales,Distancia_trabajo_km,Satisfaccion_laboral,Balance_vida_trabajo,Anios_sin_ascenso,Trabajo_remoto,Horas_extra,Renuncia
22,4,3494236.10,40.46,36.47,3,2,5,0,0,1
59,18,5962858.21,50.38,49.78,1,3,4,0,0,1
41,11,3172595.40,60.29,9.20,1,4,6,0,0,1
30,12,3231087.26,36.54,36.98,2,5,3,1,1,0
25,7,1400000.00,39.92,26.01,3,3,1,1,1,0
64,1,1532574.05,39.02,60.15,3,3,0,0,0,1
50,13,2901702.92,45.06,53.31,1,2,0,1,1,0
33,2,1519507.58,34.21,50.04,5,4,9,0,0,0
36,18,5681487.68,44.75,11.69,1,1,5,0,1,1
64,0,1633572.15,45.21,33.85,3,4,6,1,1,1
49,2,2124533.35,38.76,25.96,3,1,9,0,1,1
48,16,5565497.85,33.39,40.61,1,3,2,1,1,1
49,27,5620924.48,36.51,22.21,4,5,6,0,1,0
22,4,1797096.51,46.54,8.68,1,2,10,1,1,1
30,9,3223039.75,40.03,24.77,5,1,0,1,1,0
37,17,3900330.23,57.49,31.55,4,1,4,1,0,1
21,3,4370238.20,50.47,49.06,1,1,6,0,1,1
51,12,2307394.61,42.26,32.38,3,2,0,1,0,0
31,13,5457123.31,40.13,18.36,1,3,3,0,1,1
33,5,1400000.00,58.85,49.05,5,3,1,0,0,1
33,11,3616387.48,48.77,27.69,1,2,6,0,1,1
41,22,5304162.10,38.86,32.45,4,1,9,1,1,0
38,10,3914994.86,44.55,13.79,5,3,4,1,0,0
65,10,4367792.69,36.77,18.69,4,3,9,1,0,0
28,5,3133025.50,30.00,63.94,1,5,7,1,1,1
44,17,4544766.98,37.37,23.79,5,4,8,0,0,0
64,12,2741385.73,36.70,1.83,3,1,5,1,1,1
59,0,3002665.85,31.33,32.45,5,3,2,0,0,0
44,9,1958400.98,55.05,1.35,1,5,1,1,1,1
23,5,1400000.00,36.40,22.72,4,2,7,0,1,0
33,13,3928141.65,46.72,35.71,5,1,7,0,0,0
33,13,4622794.84,48.03,60.84,5,2,4,0,1,1
64,10,4181174.85,44.98,37.71,3,2,9,0,0,1
62,17,2978098.26,43.84,37.26,5,2,5,1,1,1
58,15,4306375.44,45.64,42.78,5,2,8,0,1,1
49,27,4933438.81,53.44,36.41,4,2,9,0,0,0
29,11,3979450.83,45.08,28.76,5,5,8,0,1,0
23,5,3162164.14,50.13,56.62,4,3,3,0,1,1
56,16,3902992.85,43.55,35.38,2,5,10,0,0,1
21,3,3117491.63,44.00,20.34,2,5,6,1,1,0
52,11,3755399.05,58.02,19.65,2,4,8,1,0,1
62,25,5810033.79,37.36,11.94,4,2,9,1,0,0
23,1,2219576.47,50.40,62.82,2,1,2,0,0,1
19,1,1400000.00,38.11,16.17,5,4,6,0,1,0
33,11,2830202.98,35.67,53.00,3,4,10,0,0,0
44,14,3918578.12,37.49,26.07,4,2,3,1,0,0
47,20,6460621.35,41.70,50.38,1,4,6,0,1,1
60,13,5369189.66,52.23,35.02,2,2,8,0,0,1
62,13,3674881.16,50.33,1.52,3,4,2,0,0,0
38,20,3875091.38,45.22,43.91,4,3,10,0,1,1
55,13,3722176.90,54.86,56.21,3,4,8,1,1,1
31,12,5122256.29,30.72,26.12,4,1,4,0,0,0
37,15,3793286.90,45.18,19.91,5,2,7,0,1,0
61,4,2682109.50,33.00,20.50,4,5,8,0,0,0
53,18,4984535.72,50.65,57.33,1,5,7,1,1,1
38,20,4503189.39,37.71,41.13,5,3,8,1,0,0
65,7,3026440.16,47.48,58.06,1,5,4,1,0,1
65,27,6443039.88,53.39,43.86,5,5,9,0,0,0
30,12,4077667.72,35.91,34.00,2,2,5,0,0,1
61,0,1400000.00,44.54,16.38,5,4,8,0,0,0
23,5,2628177.02,43.68,64.77,4,1,1,1,1,1
29,11,3225569.02,50.34,20.94,1,2,0,1,0,1
60,23,5955401.53,42.51,9.72,4,2,7,0,1,0
33,14,3708001.77,41.33,11.98,2,3,3,0,1,0
39,21,5345669.66,38.75,33.27,4,5,0,1,0,1
19,1,1734168.60,61.73,33.27,2,5,9,0,1,1
46,9,2106156.14,34.77,5.32,1,3,8,0,1,1
59,15,3338359.31,37.84,62.14,2,5,3,1,0,0
54,17,4190342.30,39.64,33.67,4,5,2,0,1,0
36,18,5254350.51,44.76,3.87,3,2,4,0,1,0
65,8,3498225.16,30.00,51.13,4,1,6,0,1,1
60,9,1902992.38,52.67,57.52,4,3,4,1,0,1
45,21,5356459.18,41.88,17.73,4,4,6,1,1,0
43,15,3806045.09,49.91,32.70,1,1,5,1,1,1
61,16,4125300.13,37.50,58.26,4,1,2,1,1,1
31,0,1589387.59,43.42,14.37,4,2,2,0,0,0
33,15,3783805.95,34.12,51.16,3,1,5,0,0,1
22,0,1400000.00,44.57,58.86,2,3,2,0,0,1
29,11,3676678.43,42.03,27.95,5,4,2,1,1,0
21,3,3046024.29,43.72,15.36,1,2,0,1,1,1
57,30,8444565.48,44.74,3.79,2,3,6,0,0,0
30,12,4645633.28,34.99,51.42,4,1,0,1,0,0
29,9,4357175.81,53.03,9.26,1,4,9,0,0,1
32,9,3155432.82,41.99,57.64,2,3,7,0,1,1
43,17,4261759.75,35.60,64.68,3,3,4,1,0,0
38,20,4642416.37,39.89,50.05,4,3,1,0,1,0
59,9,4506943.14,41.32,37.67,4,4,7,0,0,0
31,13,2386218.10,46.08,18.22,1,3,0,0,1,1
55,18,4866660.32,38.01,3.85,5,3,0,0,0,0
58,14,5018831.46,42.06,33.43,4,1,7,1,1,1
27,9,2595224.05,53.16,47.95,4,1,3,0,1,1
63,14,3789689.35,43.61,55.35,4,1,7,1,0,1
54,6,1400000.00,47.38,22.39,1,1,9,0,0,1
44,24,6965508.68,34.72,42.15,3,4,4,0,0,0
45,1,1400000.00,48.37,60.00,1,1,8,0,0,1
30,2,2482919.00,40.03,7.70,3,1,2,1,1,1
28,1,1400000.00,43.99,25.04,5,5,8,1,1,0
59,10,3683879.16,41.65,34.77,5,1,9,0,0,1
65,15,2602826.41,38.11,38.30,5,5,10,0,1,0
63,1,1400000.00,46.21,18.80,1,5,10,1,1,1
38,13,4027384.56,41.27,8.40,2,1,1,0,1,1
49,27,5207480.72,39.01,22.28,5,2,1,1,1,0
58,13,4856294.07,34.11,30.68,5,1,8,0,0,0
31,13,2632579.73,39.63,30.45,1,5,10,1,1,1
45,11,3336332.37,43.69,53.84,2,1,9,0,1,1
27,9,3539425.56,50.81,10.62,4,1,5,1,0,0
63,7,4720853.51,44.16,63.51,4,3,9,0,0,1
24,6,1827192.32,38.53,0.61,3,5,1,0,1,0
51,26,6431608.91,40.55,34.00,5,5,9,1,0,0
65,24,6074762.80,51.54,47.68,4,5,10,1,1,0
36,6,3504766.63,43.31,15.59,4,1,7,1,0,0
23,5,4848538.54,36.07,62.38,2,3,3,1,0,0
26,6,3265478.21,38.75,63.88,2,4,4,1,0,0
23,5,2141252.15,45.34,0.57,5,1,0,0,0,0
26,8,2567519.66,47.80,15.53,2,2,9,0,1,1
53,18,3883934.20,49.54,27.87,3,1,10,1,1,1
34,9,3554825.56,47.16,11.38,1,4,10,1,0,1
55,28,8768095.22,45.90,22.76,5,1,9,0,0,0
53,14,1447921.28,41.27,28.84,3,3,5,0,0,1
38,8,2902169.55,44.31,28.89,2,1,4,1,0,1
61,24,6504797.57,50.99,24.13,1,4,4,1,0,0
41,3,2607301.11,48.41,45.97,1,1,7,0,1,1
63,3,3296945.62,42.33,34.63,2,5,2,1,0,1
23,5,2096612.69,40.20,39.05,1,5,1,0,1,1
42,16,4660200.20,41.98,3.55,5,2,5,0,1,0
53,25,7103707.35,41.56,21.21,5,2,6,1,0,0
22,4,1739210.60,45.43,57.31,1,3,0,0,0,0
33,0,1706441.35,44.92,42.57,1,3,10,1,0,1
42,24,5585889.36,41.50,59.56,4,5,6,1,1,0
63,14,2595495.48,51.19,37.34,2,4,2,0,0,1
37,19,5030871.36,61.20,1.01,4,3,10,1,1,0
49,30,8732422.37,45.32,31.15,3,5,1,1,0,0
24,6,2898623.84,43.97,25.37,1,5,3,1,0,0
58,11,3313579.86,57.76,31.69,1,1,0,1,0,0
43,11,3214692.24,46.65,13.34,4,1,10,0,1,1
45,21,4401799.81,48.03,11.55,1,1,4,0,0,1
26,8,2233702.55,43.97,30.17,5,3,3,0,0,0
46,18,4736494.61,34.18,57.79,2,4,10,1,0,0
54,14,4806934.99,58.56,38.25,4,2,6,1,0,1
59,14,5025337.91,54.11,36.34,2,4,6,0,0,1
19,1,1874258.03,40.15,29.26,3,3,9,1,1,1
54,24,4781981.08,47.63,22.30,2,3,4,0,1,1
47,27,6649372.37,47.99,31.54,2,5,10,0,1,0
55,10,1766793.36,60.92,5.09,5,1,0,0,1,1
65,29,6332891.34,49.99,51.15,4,1,5,0,1,1
25,7,3296893.54,51.48,24.95,5,4,6,0,1,1
34,16,4984704.90,55.28,54.28,5,5,9,1,0,0
37,6,3890389.10,46.77,12.10,1,1,2,1,1,1
32,14,3411096.32,42.70,8.94,5,3,0,1,0,0
29,11,2954215.93,40.51,1.47,2,1,3,0,0,0
29,11,3850201.88,30.02,40.50,1,3,2,0,1,1
20,2,2340766.55,43.67,26.17,5,1,5,1,1,0
27,7,4047236.76,40.42,60.88,4,2,0,1,1,0
48,27,6039291.25,30.00,13.48,2,1,9,1,0,0
46,15,5516642.45,43.84,23.17,5,3,4,1,0,0
62,4,4612740.75,37.30,2.06,5,4,6,0,1,0
31,13,3281800.64,48.78,52.51,1,2,5,1,0,1
19,1,1637550.54,44.82,49.00,1,1,1,0,0,1
40,22,6530628.63,52.88,43.89,4,5,9,0,0,0
24,6,2364425.75,39.13,38.52,3,2,1,0,1,1
55,14,2537209.05,47.75,34.02,3,2,8,1,0,1
51,18,4861816.40,44.36,36.16,5,2,5,0,0,0
52,7,3165578.29,45.78,49.47,1,4,6,0,1,1
59,3,1400000.00,50.65,42.47,5,1,6,0,0,1
28,1,1859675.49,37.83,4.39,3,5,7,0,1,0
24,0,2354742.41,49.40,63.82,4,5,2,1,1,0
63,4,2266954.89,40.53,5.18,4,3,3,1,0,0
20,2,1400000.00,50.25,42.10,1,1,0,1,0,1
47,2,2206694.18,49.45,10.68,1,2,7,1,1,1
22,4,2540809.97,36.94,60.90,1,1,6,1,0,1
53,19,5335696.78,43.31,37.45,5,4,7,1,0,0
54,2,2350298.58,39.51,59.22,1,1,10,1,0,1
56,19,6307802.01,43.72,6.22,2,3,7,0,0,0
44,24,6528222.43,45.03,38.53,2,4,2,0,1,0
25,5,3308269.94,33.63,19.17,5,5,5,1,0,0
25,7,1830642.23,36.16,63.53,2,2,8,0,0,1
49,14,3959632.94,34.56,23.88,5,5,8,0,1,0
20,2,1400000.00,50.11,58.34,5,2,0,0,0,0
54,28,6627713.80,34.84,44.08,4,2,9,0,1,0
36,18,3966367.20,44.60,33.58,3,2,7,0,0,0
20,2,3052887.96,59.41,38.59,3,5,0,1,0,0
47,6,2478591.82,38.24,55.65,5,3,4,1,1,0
63,12,4241838.12,48.35,38.08,1,2,10,1,1,1
36,12,3283758.79,47.71,7.99,4,2,9,1,1,1
23,5,4033461.06,49.60,48.76,2,2,8,0,0,1
22,4,1400000.00,38.14,15.03,4,3,2,1,1,0
52,13,1400000.00,53.37,33.27,2,4,10,1,1,1
22,0,2713166.11,48.86,59.47,1,4,3,1,0,1
49,13,3260344.56,52.77,24.92,1,4,8,1,1,1
45,13,4001701.77,51.32,58.35,2,4,5,0,1,1
49,5,3139871.35,47.42,46.35,1,2,6,1,1,1
21,3,3081247.68,43.93,52.64,4,5,4,1,1,0
59,18,4961608.62,30.00,45.52,2,4,9,1,0,0
52,14,4093647.12,37.95,13.53,4,3,1,1,0,0
41,4,2481750.12,48.79,46.43,3,2,8,1,1,1
56,15,2965994.30,53.30,14.15,2,2,3,1,1,1
50,16,3387993.65,39.02,55.55,1,2,7,0,0,1
22,4,1549348.32,35.20,61.31,5,2,5,1,1,0
26,8,1699862.14,43.29,6.06,1,4,5,0,1,1
54,1,3952960.64,48.48,38.26,1,3,10,1,1,1
59,3,3247624.16,36.49,31.68,1,5,5,1,0,1
52,29,5853797.18,47.72,54.92,3,1,10,0,0,1
24,6,2203312.15,39.62,6.03,2,5,2,1,0,0
62,1,1400000.00,41.84,12.29,4,4,4,1,0,0
24,6,3511413.37,41.51,16.20,5,1,7,1,0,1
40,1,1938107.49,48.04,9.43,4,4,6,1,1,0
48,20,7583275.47,47.05,27.74,3,2,2,1,1,0
58,28,6997574.90,47.22,37.73,2,4,10,0,0,0
54,25,5786382.70,50.79,43.31,2,1,2,0,0,1
51,30,5521077.26,40.60,6.20,5,5,7,1,1,0
37,11,2736392.99,45.70,56.86,3,5,1,1,0,0
40,15,3560644.68,33.84,28.26,3,5,5,0,1,0
55,0,1400000.00,46.87,61.92,1,1,10,1,0,1
33,15,4405718.65,50.34,43.14,1,3,6,0,0,1
46,2,4261579.22,43.52,41.82,5,3,9,1,1,1
53,27,6175191.25,44.01,1.95,4,4,10,1,0,0
61,20,5575371.34,51.45,5.00,3,3,6,1,1,1
31,13,3232845.06,30.85,54.84,4,4,5,1,1,0
62,4,2860570.27,34.28,30.03,2,1,6,0,0,1
28,8,1481830.42,39.09,26.14,4,4,0,1,0,0
59,12,4555894.95,41.61,33.82,2,5,8,1,1,1
51,12,2452460.55,55.14,63.52,1,2,9,1,1,1
42,24,4141618.20,39.46,36.51,4,1,0,1,1,0
39,21,4373690.79,54.82,41.04,5,4,10,0,0,0
54,14,4174003.02,39.86,35.68,3,2,5,1,0,0
46,28,5150516.53,30.74,64.95,3,4,6,0,1,0
56,10,4476348.78,50.16,12.87,5,4,9,0,1,0
51,17,5579010.55,40.18,59.55,4,2,1,1,1,0
46,13,3472873.32,39.87,54.95,2,1,2,0,0,1
64,17,3926651.16,43.40,21.59,1,4,3,1,0,1
37,15,5215057.48,41.83,7.16,5,1,1,0,1,0
23,5,2835029.20,48.08,52.10,4,4,0,0,0,0
44,18,5116136.57,30.00,36.51,2,2,7,0,0,0
60,24,8502418.39,46.19,23.24,5,5,9,1,1,0
52,26,6939829.18,40.16,7.97,1,1,2,1,0,0
63,17,5446509.33,56.99,35.89,5,2,2,1,1,1
48,0,2012539.29,49.19,43.01,2,4,1,1,0,0
37,12,1727850.45,36.36,62.31,1,2,5,0,0,1
60,21,5468860.32,47.26,64.06,2,5,10,0,0,1
54,16,2821725.49,41.21,3.25,1,4,9,1,1,1
24,6,2705985.83,43.85,42.61,2,5,0,1,1,0
62,16,5370146.99,49.18,37.67,3,5,0,0,1,0
40,6,3156224.78,46.55,30.52,2,2,0,0,0,1
44,1,3617986.34,33.58,49.87,1,4,2,0,0,1
61,9,5790762.45,46.74,46.47,2,2,0,1,1,1
44,17,3923444.32,33.36,18.26,1,5,10,1,0,0
65,4,2330097.29,44.11,8.27,1,2,5,0,0,1
62,15,3763785.26,43.84,2.91,1,4,5,0,1,0
53,16,2593751.15,53.40,8.31,4,1,5,1,0,1
25,0,1400000.00,32.21,19.78,1,5,5,0,0,0
53,5,1548406.87,60.53,38.53,1,2,7,1,0,1
33,15,4594292.73,40.28,26.42,2,3,7,1,0,0
60,13,2549333.74,44.54,63.04,1,3,2,1,1,1
57,18,4348488.50,41.97,32.93,1,3,8,0,1,1
44,5,1912955.17,30.41,62.89,5,3,5,0,1,1
41,6,3836050.28,34.52,14.39,2,2,10,1,0,1
44,9,2830300.21,45.89,36.00,1,4,1,0,1,1
19,1,1677021.30,41.12,32.37,1,3,8,0,1,0
42,7,2307071.99,42.17,4.72,4,1,4,0,1,1
58,12,3647116.76,42.76,41.13,1,4,2,0,1,1
60,12,2651468.76,41.91,7.38,5,5,7,1,0,0
26,8,3031286.18,51.70,11.81,4,3,8,0,0,0
21,3,2608568.77,42.33,10.15,1,1,4,1,1,1
55,19,4214056.55,43.65,48.37,4,2,3,0,0,0
52,8,3366224.16,46.90,34.81,1,5,7,1,1,1
50,12,5279502.15,48.39,27.14,4,3,2,0,1,0
58,11,5095122.52,46.78,20.55,4,3,7,1,0,0
50,1,1903364.07,38.58,12.85,3,2,8,1,1,1
51,15,3675039.09,44.05,16.89,2,1,4,0,1,1
29,0,3762614.60,47.16,36.47,1,4,0,0,0,1
19,1,1548005.43,46.49,24.82,1,2,3,1,0,1
37,8,1653156.62,53.35,31.81,5,2,3,1,1,1
46,9,2163284.10,40.95,34.43,3,5,0,0,0,0
27,9,3351277.43,39.08,61.60,4,3,6,1,0,0
59,26,4989357.22,43.11,1.40,5,3,5,0,1,0
57,9,2486527.95,41.29,50.18,1,4,5,0,1,1
60,29,6752458.17,34.29,58.97,3,3,1,0,0,0
33,15,4158947.12,41.11,47.07,3,1,1,1,1,1
41,14,4213781.59,49.39,43.94,2,5,7,1,1,1
55,4,4634611.57,64.77,31.52,5,5,7,0,1,1
65,21,4315355.64,40.67,9.00,1,5,4,0,1,1
30,12,4075582.64,40.78,61.76,2,4,3,1,1,0
33,13,2662154.04,33.89,30.98,3,1,7,1,1,1
60,14,3583910.67,53.27,33.28,5,2,1,1,1,1
42,21,6550497.91,40.71,6.24,1,1,6,1,0,0
52,16,4362065.13,34.70,36.17,5,1,10,0,0,0
57,4,2448133.00,43.94,45.80,3,1,3,0,1,1
63,24,5378433.52,41.85,1.37,5,2,0,1,0,0
30,12,4034446.05,41.22,26.73,3,5,1,0,0,0
26,8,3024016.16,42.87,8.13,5,1,7,0,1,0
56,28,7101627.75,45.31,29.82,1,5,5,1,0,0
26,2,2362552.70,50.25,22.01,4,4,7,0,1,1
35,17,3881609.77,51.99,49.45,1,2,8,0,1,0
19,1,1703845.94,35.25,22.06,1,2,0,0,0,1
34,16,6110719.70,48.26,6.19,1,2,8,1,0,1
54,10,3192670.42,48.36,39.95,1,2,2,0,1,1
50,8,2855769.60,48.31,33.60,2,4,0,0,0,1
37,19,5241437.77,54.26,9.85,3,5,0,0,1,1
46,9,2801780.50,30.61,13.18,1,5,2,1,1,1
51,7,2431206.09,50.45,15.64,3,2,4,0,0,1
20,2,2299113.42,32.28,38.96,5,3,3,1,1,0
41,20,6244752.20,31.12,7.85,5,5,4,1,0,0
28,6,2550984.21,49.08,48.41,5,3,3,1,1,0
20,2,1400000.00,46.06,35.29,4,2,4,0,0,1
44,21,4828174.76,34.14,18.44,1,4,10,0,0,0
44,18,4618732.71,46.74,33.49,4,1,2,1,1,1
35,13,3155762.69,60.94,44.90,5,1,9,1,0,1
34,16,4281638.64,51.16,13.91,5,5,6,0,1,0
56,13,4136129.76,35.06,1.04,5,4,1,0,1,0
30,12,4051030.69,39.61,61.00,3,5,6,0,1,0
39,11,2752958.35,31.21,1.01,3,1,7,1,1,1
49,30,7268162.71,48.80,30.89,2,3,0,1,0,0
56,12,4105257.99,44.96,58.37,1,3,3,1,1,1
56,11,3482955.37,47.44,31.80,4,1,7,1,1,1
36,8,3984959.45,56.29,26.56,2,2,5,0,0,1
39,12,3527426.45,57.03,35.23,4,2,4,1,0,1
39,21,3461507.08,43.36,31.76,1,3,3,1,1,1
49,21,4894068.09,44.78,34.25,3,2,5,0,1,1
57,15,4885566.92,45.91,11.43,5,3,6,0,1,0
34,3,3364680.53,58.18,20.83,1,3,8,1,0,1
64,3,1840407.02,35.68,28.02,3,2,4,0,0,1
46,23,4951008.74,40.71,46.80,2,2,7,0,0,1
41,12,3101045.85,43.32,29.78,5,3,3,1,0,0
48,30,6309822.21,48.79,57.53,1,1,1,1,0,1
56,6,2212758.17,45.09,48.19,2,3,8,1,0,1
48,2,1400000.00,34.09,26.22,2,4,7,1,1,1
53,1,1699951.51,30.58,22.90,3,1,8,1,0,1
41,6,1549111.11,34.27,26.02,3,5,2,0,1,0
27,9,2891479.59,48.25,13.00,5,3,5,1,0,1
31,5,4651272.72,30.00,13.81,4,5,8,1,1,0
43,16,2724205.31,38.73,26.03,5,3,5,1,0,0
20,2,1400000.00,44.43,50.00,2,5,3,0,0,0
64,5,1736787.10,40.21,21.32,3,4,0,1,0,0
24,6,1400000.00,47.99,31.78,2,1,3,1,1,1
60,24,6782480.35,42.45,38.56,5,4,4,0,1,0
24,6,1667190.94,41.53,47.50,4,3,9,1,0,0
56,21,5376725.41,32.92,31.16,2,4,8,0,1,0
30,12,3628746.79,54.91,31.89,4,2,6,1,1,1
36,18,4931960.76,49.12,59.42,3,4,5,1,1,1
24,6,1400000.00,47.61,60.22,3,4,3,1,1,1
44,1,1949273.57,41.89,1.27,1,4,10,1,1,1
63,15,3032580.87,39.74,31.96,2,1,4,0,0,1
62,24,5617765.26,35.17,46.74,4,4,8,1,0,0
30,12,2488509.76,38.68,24.38,1,1,0,1,1,1
33,15,5110723.58,46.29,14.16,2,4,8,1,1,0
37,19,3588445.54,41.32,45.27,4,2,8,0,0,0
20,2,1842306.04,41.24,36.83,1,1,5,0,0,1
40,5,3822542.40,48.95,62.46,1,4,8,0,0,1
64,2,1993458.88,43.18,37.93,4,2,0,0,0,1
42,6,3406369.48,45.78,4.50,1,4,3,1,1,1
43,10,4775166.28,46.74,34.23,1,4,8,0,0,0
35,6,2584494.86,33.82,34.68,4,1,8,1,0,0
28,10,3635599.28,40.17,16.48,2,3,10,0,1,1
65,4,1400000.00,37.48,44.27,5,4,5,1,0,0
57,17,2102161.84,52.83,30.36,4,5,8,0,0,0
36,18,4003766.28,37.76,20.53,2,2,4,1,1,0
63,20,3449635.50,44.87,4.60,4,2,6,0,0,0
25,7,3402111.22,42.02,23.87,5,3,3,0,1,0
36,18,6978157.62,47.36,40.48,5,5,2,0,1,1
50,18,5605228.40,42.59,39.36,4,3,6,1,0,0
45,14,3859558.64,30.00,34.87,5,4,4,0,1,0
35,10,3631512.76,42.73,63.94,4,3,8,1,1,1
63,15,4025907.05,39.95,28.06,3,5,8,1,0,0
65,0,1673102.18,42.04,32.28,1,2,3,0,1,1
51,11,3153377.54,49.15,10.33,3,4,2,1,0,0
21,3,1768778.59,39.36,39.78,3,3,1,1,0,0
24,6,1400000.00,49.74,60.32,2,5,10,1,1,1
61,0,1400000.00,46.18,9.74,4,2,3,0,0,1
61,3,1400000.00,49.19,37.13,4,5,0,1,1,1
39,21,4549629.72,43.24,16.74,2,1,4,0,0,1
22,4,3218593.84,30.91,34.02,4,1,2,1,0,1
52,7,2613023.07,50.79,33.48,2,5,9,0,0,1
44,18,2515586.97,44.88,57.01,3,3,1,1,1,1
34,1,3139930.32,35.41,51.08,2,2,4,0,0,1
40,15,5522812.78,34.26,3.89,3,2,2,0,0,0
35,17,4647135.28,41.53,11.07,3,2,3,1,0,0
50,25,7518101.98,47.62,35.85,4,4,4,0,1,0
31,13,4979269.25,40.67,37.48,2,4,2,1,0,0
65,9,4783617.46,35.55,31.12,4,2,10,0,1,1
63,9,1400000.00,30.67,39.64,5,1,9,1,1,1
29,11,2884585.08,42.17,27.47,3,2,6,0,0,0
37,19,5153053.04,47.04,37.52,1,4,5,1,1,1
37,10,4583482.47,47.99,17.06,1,1,6,0,1,1
24,6,3919388.31,49.16,57.88,1,2,9,0,1,1
28,3,1400000.00,46.54,36.06,4,1,5,0,0,1
47,7,2566697.80,55.89,11.35,4,5,7,0,0,0
20,2,2401412.71,43.57,24.68,4,4,8,0,1,0
30,12,2743254.00,54.72,5.72,2,3,10,0,1,1
46,24,4972953.31,45.14,30.88,2,3,9,0,1,1
55,20,5869519.38,39.41,2.31,3,5,9,0,0,0
62,14,4356003.19,32.81,13.93,1,1,0,1,0,1
36,4,2442192.64,51.72,32.60,1,3,7,0,0,1
43,18,6204203.04,55.83,23.71,4,2,5,0,0,0
36,18,3213646.58,43.46,30.81,4,3,9,0,1,0
56,27,6628074.42,36.94,3.96,5,2,9,1,0,0
37,18,4120962.79,40.14,31.19,3,2,5,0,1,1
63,26,6769851.90,43.61,26.04,2,5,7,0,1,0
56,29,5758968.37,49.04,52.74,3,3,4,0,1,1
34,16,3976069.48,36.83,4.23,4,1,3,0,0,0
22,2,1798539.43,44.88,8.32,5,5,1,1,0,0
21,3,3366721.83,42.56,5.87,3,1,2,1,0,0
53,4,3572157.53,47.27,13.90,2,4,5,0,1,1
58,23,3462086.25,51.76,7.96,4,3,7,0,0,0
63,3,2336356.85,32.40,50.84,3,1,10,1,0,1
40,22,5805027.94,37.90,21.00,2,2,1,1,1,0
29,1,2812303.73,47.17,49.74,5,1,4,1,0,1
41,23,5825054.28,34.25,36.54,1,2,2,1,0,0
31,13,3655631.46,43.65,11.44,3,4,4,0,1,0
62,22,4074208.55,30.00,1.44,3,3,2,1,1,0
44,3,1926539.05,48.85,51.23,2,5,7,0,0,1
53,6,3005956.23,47.96,60.43,4,1,7,1,1,1
24,6,2885069.62,35.40,49.53,4,4,9,1,1,0
56,26,5336670.08,36.42,52.00,4,2,8,1,0,1
43,5,1664397.56,46.85,10.42,5,4,0,1,1,0
46,19,3492164.13,43.57,46.72,2,4,3,0,0,1
45,24,5869306.00,37.75,15.53,2,1,0,1,1,0
54,1,1400000.00,49.34,22.85,1,3,6,0,1,1
44,24,5804815.09,41.17,11.98,3,1,4,1,1,0
29,0,1400000.00,32.76,9.55,1,1,2,1,0,1
48,4,2083761.26,35.62,44.12,3,2,5,1,0,1
63,10,3789259.43,34.13,5.42,4,3,3,1,0,0
58,5,1796172.94,45.27,47.45,1,5,6,0,1,1
47,12,2426062.59,52.49,42.06,1,1,3,0,1,1
20,2,1402049.16,38.00,30.56,3,5,0,0,0,0
33,4,3313197.60,47.70,8.02,4,1,2,1,1,1
54,5,2379123.62,33.77,48.80,4,5,0,1,1,0
63,7,2137438.79,36.59,56.33,5,1,2,0,0,1
59,21,3908238.32,40.89,6.45,2,4,0,1,1,0
63,3,4027100.49,40.23,48.52,4,3,4,0,1,1
57,22,4987469.12,57.00,41.08,4,1,3,0,1,1
62,17,4460229.12,53.05,55.53,5,4,0,1,1,0
45,3,1400000.00,33.48,36.17,5,3,6,1,1,0
49,27,5186765.03,44.79,50.38,5,3,3,0,0,0
25,7,1811706.20,36.65,30.52,4,4,3,1,0,0
47,14,5568546.01,50.48,54.44,4,1,0,0,1,1
46,4,3787834.00,47.71,13.17,4,5,0,1,1,0
48,7,2469345.54,44.77,4.75,1,4,0,0,0,1
49,6,2505280.39,39.88,45.82,2,1,2,0,0,1
46,28,4146344.96,30.00,56.92,5,3,0,1,0,0
27,6,2387724.85,42.15,22.06,4,2,3,0,0,0
25,2,3854558.79,37.26,64.05,1,5,2,0,1,0
34,8,3809664.45,32.53,42.56,3,4,5,0,0,0
50,2,3292639.71,37.88,17.20,3,2,4,1,1,1
21,0,1400000.00,45.16,37.04,3,5,6,0,1,1
49,29,6015133.46,31.74,57.81,5,1,0,1,1,1
27,9,2186063.35,48.97,30.37,2,2,5,0,0,1
61,10,4533715.73,52.26,38.49,1,3,7,1,0,1
49,19,5990106.28,39.61,11.72,2,1,0,0,0,1
21,0,2554276.56,47.37,6.47,1,3,4,0,0,1
41,23,4731773.59,33.21,31.95,3,5,4,1,1,0
60,8,3744187.06,49.83,7.54,1,5,5,0,0,1
65,29,4273717.74,42.51,13.46,2,3,0,1,0,0
50,2,3355784.34,46.45,39.04,5,4,7,0,1,1
55,23,4122987.98,37.04,20.27,5,4,2,0,0,0
31,11,2852598.67,59.85,16.65,3,1,6,1,1,1
22,4,1542058.80,52.42,10.39,3,4,2,1,1,0
29,11,4617544.63,51.49,12.76,1,4,0,0,1,0
22,4,1400000.00,44.24,0.87,3,5,0,0,0,0
43,25,7508293.94,48.75,47.54,2,4,6,1,0,0
50,1,3409429.44,34.25,18.92,3,2,8,0,1,1
23,1,1400000.00,30.00,12.59,1,1,6,1,1,1
47,7,6374959.14,42.35,63.59,5,4,0,1,1,0
23,5,2117401.57,39.81,0.83,5,2,9,1,1,1
