,loan_status,annual_inc,verification_status,emp_length,home_ownership,int_rate,loan_amnt,purpose,term,grade
37664,Fully Paid,79992.0,Not Verified,< 1 year,RENT,10.71,7500.0,debt_consolidation, 36 months,B
37665,Fully Paid,45240.0,Not Verified,4 years,RENT,7.37,3200.0,medical, 36 months,A
37666,Fully Paid,44500.0,Not Verified,2 years,RENT,8.0,7000.0,car, 36 months,A
37667,Fully Paid,54000.0,Not Verified,2 years,RENT,11.97,6600.0,credit_card, 36 months,C
37668,Charged Off,62000.0,Not Verified,5 years,MORTGAGE,12.29,5050.0,medical, 36 months,C
37669,Fully Paid,33448.0,Not Verified,2 years,RENT,11.66,2500.0,debt_consolidation, 36 months,C
37670,Charged Off,50000.0,Not Verified,7 years,MORTGAGE,12.92,7500.0,other, 36 months,D
37671,Fully Paid,27040.0,Not Verified,2 years,RENT,12.29,4000.0,debt_consolidation, 36 months,C
37672,Fully Paid,109000.0,Not Verified,10+ years,MORTGAGE,14.5,7500.0,credit_card, 36 months,E
37673,Fully Paid,68500.0,Not Verified,7 years,MORTGAGE,11.66,4200.0,debt_consolidation, 36 months,C
37674,Fully Paid,31200.0,Not Verified,8 years,RENT,8.63,5000.0,debt_consolidation, 36 months,A
37675,Fully Paid,34780.0,Verified,5 years,RENT,12.61,7500.0,debt_consolidation, 36 months,D
37676,Fully Paid,75000.0,Not Verified,10+ years,MORTGAGE,12.61,7500.0,debt_consolidation, 36 months,D
37677,Fully Paid,39996.0,Not Verified,2 years,RENT,12.92,5000.0,debt_consolidation, 36 months,D
37678,Fully Paid,38000.0,Not Verified,< 1 year,RENT,10.39,6000.0,debt_consolidation, 36 months,B
37679,Fully Paid,60000.0,Not Verified,10+ years,RENT,8.63,2500.0,home_improvement, 36 months,A
37680,Fully Paid,37000.0,Not Verified,< 1 year,RENT,10.08,4000.0,debt_consolidation, 36 months,B
37681,Fully Paid,39000.0,Not Verified,6 years,MORTGAGE,8.32,7100.0,credit_card, 36 months,A
37682,Fully Paid,500000.0,Not Verified,6 years,MORTGAGE,12.29,7500.0,home_improvement, 36 months,C
37683,Charged Off,77000.0,Not Verified,6 years,MORTGAGE,10.39,5000.0,other, 36 months,B
37684,Fully Paid,38168.0,Not Verified,5 years,RENT,9.76,7500.0,credit_card, 36 months,B
37685,Charged Off,42000.0,Not Verified,< 1 year,MORTGAGE,8.32,6825.0,home_improvement, 36 months,A
37686,Fully Paid,35004.0,Not Verified,10+ years,RENT,7.37,1500.0,debt_consolidation, 36 months,A
37687,Fully Paid,30000.0,Not Verified,1 year,RENT,11.34,4000.0,credit_card, 36 months,C
37688,Fully Paid,90000.0,Not Verified,10+ years,RENT,11.03,7500.0,debt_consolidation, 36 months,C
37689,Fully Paid,45000.0,Not Verified,10+ years,OTHER,8.32,7500.0,credit_card, 36 months,A
37690,Charged Off,40000.0,Not Verified,1 year,RENT,11.97,7500.0,debt_consolidation, 36 months,C
37691,Fully Paid,17004.0,Not Verified,4 years,RENT,7.68,3500.0,educational, 36 months,A
37692,Fully Paid,44000.0,Not Verified,3 years,MORTGAGE,11.66,7000.0,wedding, 36 months,C
37693,Fully Paid,62000.0,Not Verified,2 years,MORTGAGE,13.87,7500.0,debt_consolidation, 36 months,D
37694,Fully Paid,35324.0,Not Verified,4 years,RENT,10.39,6000.0,debt_consolidation, 36 months,B
37695,Fully Paid,54996.0,Not Verified,< 1 year,RENT,10.39,5000.0,credit_card, 36 months,B
37696,Fully Paid,21500.0,Verified,2 years,RENT,11.34,7500.0,debt_consolidation, 36 months,C
37697,Charged Off,55000.0,Not Verified,10+ years,MORTGAGE,13.55,7500.0,credit_card, 36 months,D
37698,Fully Paid,41464.28,Not Verified,10+ years,MORTGAGE,8.32,3500.0,other, 36 months,A
37699,Fully Paid,65000.0,Not Verified,< 1 year,RENT,8.0,7000.0,house, 36 months,A
37700,Fully Paid,65000.0,Not Verified,1 year,MORTGAGE,10.08,7500.0,debt_consolidation, 36 months,B
37701,Fully Paid,33000.0,Verified,< 1 year,MORTGAGE,11.66,3000.0,car, 36 months,C
37702,Fully Paid,24996.0,Not Verified,< 1 year,RENT,9.45,4000.0,debt_consolidation, 36 months,B
37703,Fully Paid,72000.0,Not Verified,8 years,MORTGAGE,6.0,7500.0,credit_card, 36 months,D
37704,Fully Paid,40000.0,Not Verified,2 years,RENT,11.03,7500.0,credit_card, 36 months,C
37705,Fully Paid,90000.0,Not Verified,4 years,RENT,14.18,10000.0,credit_card, 36 months,E
37706,Fully Paid,113800.0,Not Verified,3 years,MORTGAGE,8.63,7500.0,debt_consolidation, 36 months,A
37707,Fully Paid,54396.0,Not Verified,4 years,RENT,11.34,5000.0,debt_consolidation, 36 months,C
37708,Fully Paid,75000.0,Not Verified,< 1 year,MORTGAGE,8.0,6000.0,other, 36 months,A
37709,Fully Paid,66000.0,Not Verified,10+ years,RENT,10.39,5000.0,medical, 36 months,B
37710,Fully Paid,55000.0,Not Verified,< 1 year,RENT,11.03,6500.0,debt_consolidation, 36 months,C
37711,Fully Paid,65000.0,Not Verified,10+ years,MORTGAGE,10.71,5125.0,credit_card, 36 months,B
37712,Charged Off,80000.0,Not Verified,4 years,MORTGAGE,10.08,7500.0,other, 36 months,B
37713,Fully Paid,117000.0,Not Verified,10+ years,MORTGAGE,13.24,7500.0,other, 36 months,D
37714,Fully Paid,36000.0,Verified,1 year,RENT,15.45,6000.0,educational, 36 months,E
37715,Fully Paid,67000.0,Not Verified,< 1 year,MORTGAGE,8.63,7000.0,home_improvement, 36 months,A
37716,Fully Paid,27000.0,Not Verified,1 year,MORTGAGE,10.39,7500.0,home_improvement, 36 months,B
37717,Fully Paid,80000.0,Not Verified,10+ years,MORTGAGE,8.63,7500.0,major_purchase, 36 months,A
37718,Fully Paid,40000.0,Not Verified,< 1 year,RENT,8.32,6000.0,debt_consolidation, 36 months,A
37719,Fully Paid,90000.0,Not Verified,10+ years,MORTGAGE,11.34,5000.0,home_improvement, 36 months,C
37720,Fully Paid,45000.0,Not Verified,7 years,MORTGAGE,8.0,7500.0,other, 36 months,A
37721,Charged Off,35000.0,Not Verified,< 1 year,OTHER,10.08,7500.0,debt_consolidation, 36 months,B
37722,Charged Off,64000.0,Not Verified,1 year,MORTGAGE,13.55,25000.0,major_purchase, 36 months,D
37723,Fully Paid,19368.0,Not Verified,< 1 year,RENT,12.92,6700.0,debt_consolidation, 36 months,D
37724,Charged Off,50000.0,Not Verified,1 year,RENT,12.92,7500.0,other, 36 months,D
37725,Fully Paid,82000.0,Not Verified,9 years,MORTGAGE,12.92,7000.0,credit_card, 36 months,D
37726,Fully Paid,61000.0,Not Verified,< 1 year,RENT,10.39,6000.0,credit_card, 36 months,B
37727,Fully Paid,89018.0,Not Verified,7 years,MORTGAGE,11.97,5800.0,credit_card, 36 months,C
37728,Fully Paid,80004.0,Not Verified,< 1 year,RENT,7.68,2000.0,other, 36 months,A
37729,Charged Off,47000.0,Not Verified,1 year,MORTGAGE,10.71,6600.0,home_improvement, 36 months,B
37730,Fully Paid,44000.0,Not Verified,2 years,MORTGAGE,8.0,7500.0,other, 36 months,A
37731,Fully Paid,40000.0,Not Verified,< 1 year,RENT,9.45,5000.0,debt_consolidation, 36 months,B
37732,Fully Paid,65000.0,Not Verified,10+ years,OWN,11.66,7000.0,home_improvement, 36 months,C
37733,Fully Paid,100000.0,Not Verified,8 years,MORTGAGE,10.08,7000.0,other, 36 months,B
37734,Charged Off,48000.0,Not Verified,1 year,RENT,10.08,6000.0,debt_consolidation, 36 months,B
37735,Fully Paid,85000.0,Not Verified,10+ years,MORTGAGE,8.63,7000.0,wedding, 36 months,A
37736,Fully Paid,125000.0,Not Verified,4 years,OTHER,8.0,7500.0,other, 36 months,A
37737,Fully Paid,105000.0,Not Verified,1 year,RENT,11.03,7500.0,debt_consolidation, 36 months,C
37738,Fully Paid,35300.0,Not Verified,< 1 year,RENT,12.29,7500.0,credit_card, 36 months,C
37739,Fully Paid,46800.0,Not Verified,< 1 year,RENT,8.63,7000.0,moving, 36 months,A
37740,Fully Paid,60000.0,Not Verified,10+ years,MORTGAGE,11.03,7500.0,other, 36 months,C
37741,Fully Paid,97000.0,Not Verified,< 1 year,MORTGAGE,11.34,7500.0,credit_card, 36 months,C
37742,Charged Off,81000.0,Not Verified,2 years,MORTGAGE,10.08,7500.0,debt_consolidation, 36 months,B
37743,Fully Paid,44000.0,Not Verified,2 years,OWN,9.76,7000.0,debt_consolidation, 36 months,B
37744,Fully Paid,145000.0,Not Verified,3 years,MORTGAGE,10.08,7500.0,medical, 36 months,B
37745,Fully Paid,50268.0,Not Verified,4 years,MORTGAGE,12.61,12000.0,debt_consolidation, 36 months,D
37746,Fully Paid,40000.0,Not Verified,4 years,OWN,7.37,1000.0,wedding, 36 months,A
37747,Fully Paid,85000.0,Not Verified,3 years,RENT,10.08,7500.0,debt_consolidation, 36 months,B
37748,Fully Paid,30000.0,Not Verified,4 years,MORTGAGE,10.71,5000.0,credit_card, 36 months,B
37749,Fully Paid,44000.0,Not Verified,4 years,RENT,8.0,7000.0,debt_consolidation, 36 months,A
37750,Fully Paid,36000.0,Not Verified,2 years,MORTGAGE,8.32,10000.0,other, 36 months,A
37751,Fully Paid,60000.0,Not Verified,10+ years,RENT,11.97,10000.0,debt_consolidation, 36 months,C
37752,Charged Off,65000.0,Not Verified,4 years,MORTGAGE,8.0,10000.0,other, 36 months,A
37753,Fully Paid,65000.0,Not Verified,3 years,RENT,11.97,9600.0,debt_consolidation, 36 months,C
37754,Fully Paid,52000.0,Not Verified,2 years,OWN,10.08,5000.0,other, 36 months,B
37755,Fully Paid,39000.0,Not Verified,5 years,RENT,10.71,9000.0,moving, 36 months,B
37756,Fully Paid,40000.0,Not Verified,< 1 year,OWN,8.0,5000.0,home_improvement, 36 months,A
37757,Fully Paid,100000.0,Not Verified,1 year,MORTGAGE,8.63,6000.0,debt_consolidation, 36 months,A
37758,Charged Off,100000.0,Not Verified,< 1 year,MORTGAGE,11.66,6400.0,credit_card, 36 months,C
37759,Fully Paid,58900.0,Not Verified,8 years,MORTGAGE,8.63,6400.0,other, 36 months,A
37760,Fully Paid,52000.0,Not Verified,< 1 year,MORTGAGE,11.34,6400.0,debt_consolidation, 36 months,C
37761,Charged Off,70000.0,Not Verified,< 1 year,RENT,11.97,9600.0,debt_consolidation, 36 months,C
37762,Charged Off,60417.0,Not Verified,1 year,MORTGAGE,11.66,9525.0,credit_card, 36 months,C
37763,Fully Paid,34000.0,Not Verified,9 years,RENT,12.92,4600.0,debt_consolidation, 36 months,D
37764,Fully Paid,98000.0,Not Verified,< 1 year,OWN,7.37,2000.0,other, 36 months,A
37765,Fully Paid,29000.0,Not Verified,< 1 year,RENT,9.45,4000.0,debt_consolidation, 36 months,B
37766,Fully Paid,87000.0,Not Verified,7 years,RENT,10.39,6400.0,debt_consolidation, 36 months,B
37767,Fully Paid,30000.0,Not Verified,6 years,RENT,11.03,3000.0,other, 36 months,C
37768,Charged Off,42994.0,Verified,7 years,OWN,13.87,7675.0,credit_card, 36 months,D
37769,Fully Paid,35000.0,Not Verified,10+ years,MORTGAGE,11.34,7500.0,credit_card, 36 months,C
37770,Charged Off,200000.0,Not Verified,< 1 year,MORTGAGE,10.71,10000.0,other, 36 months,B
37771,Fully Paid,27000.0,Not Verified,1 year,OWN,8.0,6000.0,other, 36 months,A
37772,Fully Paid,47000.0,Not Verified,1 year,MORTGAGE,9.76,5000.0,other, 36 months,B
37773,Fully Paid,60000.0,Not Verified,1 year,RENT,11.66,9600.0,credit_card, 36 months,C
37774,Fully Paid,35000.0,Not Verified,2 years,RENT,12.29,6400.0,debt_consolidation, 36 months,C
37775,Fully Paid,50000.0,Not Verified,< 1 year,RENT,14.5,8400.0,debt_consolidation, 36 months,E
37776,Fully Paid,105000.0,Not Verified,4 years,MORTGAGE,11.34,4000.0,other, 36 months,C
37777,Fully Paid,110000.0,Not Verified,10+ years,MORTGAGE,13.87,9600.0,debt_consolidation, 36 months,D
37778,Fully Paid,62892.0,Not Verified,4 years,MORTGAGE,11.03,9600.0,debt_consolidation, 36 months,C
37779,Fully Paid,50000.0,Not Verified,< 1 year,RENT,11.03,5600.0,major_purchase, 36 months,C
37780,Charged Off,80000.0,Not Verified,4 years,MORTGAGE,11.03,10000.0,credit_card, 36 months,C
37781,Fully Paid,36194.0,Not Verified,10+ years,MORTGAGE,10.08,9250.0,debt_consolidation, 36 months,B
37782,Fully Paid,60000.0,Not Verified,4 years,MORTGAGE,10.08,9600.0,debt_consolidation, 36 months,B
37783,Fully Paid,62000.0,Not Verified,10+ years,MORTGAGE,10.08,6400.0,debt_consolidation, 36 months,B
37784,Fully Paid,132000.0,Not Verified,7 years,MORTGAGE,11.34,9000.0,credit_card, 36 months,C
37785,Fully Paid,18492.0,Not Verified,< 1 year,RENT,12.92,5000.0,debt_consolidation, 36 months,D
37786,Fully Paid,61717.0,Not Verified,10+ years,OWN,7.68,3200.0,major_purchase, 36 months,A
37787,Charged Off,34000.0,Not Verified,< 1 year,MORTGAGE,10.39,10000.0,home_improvement, 36 months,B
37788,Fully Paid,50000.0,Not Verified,4 years,OWN,9.45,16000.0,home_improvement, 36 months,B
37789,Fully Paid,44500.0,Not Verified,6 years,OWN,13.87,5000.0,debt_consolidation, 36 months,D
37790,Fully Paid,49992.0,Not Verified,2 years,RENT,13.24,15000.0,debt_consolidation, 36 months,D
37791,Fully Paid,83000.0,Not Verified,7 years,RENT,11.97,16775.0,debt_consolidation, 36 months,C
37792,Fully Paid,42264.0,Not Verified,3 years,RENT,10.71,3000.0,debt_consolidation, 36 months,B
37793,Fully Paid,33000.0,Not Verified,2 years,MORTGAGE,8.63,16000.0,other, 36 months,A
37794,Charged Off,102000.0,Not Verified,10+ years,RENT,13.24,10000.0,educational, 36 months,D
37795,Fully Paid,57000.0,Not Verified,7 years,MORTGAGE,10.39,15000.0,debt_consolidation, 36 months,B
37796,Charged Off,36252.0,Not Verified,10+ years,MORTGAGE,9.76,10000.0,debt_consolidation, 36 months,B
37797,Fully Paid,35000.0,Not Verified,< 1 year,OTHER,8.0,7000.0,debt_consolidation, 36 months,A
37798,Fully Paid,65500.0,Not Verified,1 year,RENT,10.71,8800.0,debt_consolidation, 36 months,B
37799,Fully Paid,60000.0,Verified,2 years,RENT,15.13,5000.0,major_purchase, 36 months,E
37800,Fully Paid,28000.0,Not Verified,< 1 year,RENT,12.29,6975.0,debt_consolidation, 36 months,C
37801,Fully Paid,185000.0,Not Verified,10+ years,OWN,7.68,5000.0,other, 36 months,A
37802,Charged Off,96000.0,Verified,5 years,MORTGAGE,12.29,20000.0,credit_card, 36 months,C
37803,Fully Paid,60000.0,Not Verified,1 year,MORTGAGE,9.76,9900.0,credit_card, 36 months,B
37804,Fully Paid,67000.0,Not Verified,3 years,RENT,11.66,10000.0,other, 36 months,C
37805,Fully Paid,38004.0,Not Verified,< 1 year,OWN,12.92,3000.0,other, 36 months,D
37806,Charged Off,82000.0,Not Verified,10+ years,MORTGAGE,16.08,20000.0,debt_consolidation, 36 months,F
37807,Fully Paid,37342.5,Not Verified,3 years,RENT,11.03,4500.0,credit_card, 36 months,C
37808,Fully Paid,30900.0,Not Verified,1 year,RENT,12.61,4000.0,debt_consolidation, 36 months,D
37809,Fully Paid,42642.71,Not Verified,8 years,OWN,15.76,10000.0,home_improvement, 36 months,F
37810,Fully Paid,50000.0,Not Verified,< 1 year,RENT,11.03,2400.0,debt_consolidation, 36 months,C
37811,Charged Off,28000.0,Not Verified,1 year,RENT,11.34,9700.0,major_purchase, 36 months,C
37812,Fully Paid,36000.0,Not Verified,10+ years,OWN,9.76,11200.0,credit_card, 36 months,B
37813,Fully Paid,32000.0,Not Verified,10+ years,OTHER,11.03,15000.0,other, 36 months,C
37814,Fully Paid,54996.0,Not Verified,10+ years,RENT,8.32,12000.0,debt_consolidation, 36 months,A
37815,Fully Paid,44500.0,Not Verified,6 years,OWN,10.08,20000.0,other, 36 months,B
37816,Fully Paid,27000.0,Not Verified,1 year,RENT,10.08,5000.0,debt_consolidation, 36 months,B
37817,Fully Paid,26500.0,Not Verified,1 year,RENT,12.29,2800.0,wedding, 36 months,C
37818,Charged Off,105900.0,Verified,10+ years,MORTGAGE,16.08,24000.0,educational, 36 months,F
37819,Fully Paid,115200.0,Not Verified,10+ years,MORTGAGE,11.97,4500.0,home_improvement, 36 months,C
37820,Fully Paid,35665.0,Not Verified,2 years,RENT,10.08,10000.0,debt_consolidation, 36 months,B
37821,Fully Paid,36000.0,Not Verified,1 year,RENT,10.39,5700.0,debt_consolidation, 36 months,B
37822,Fully Paid,19200.0,Not Verified,< 1 year,RENT,8.32,4075.0,debt_consolidation, 36 months,A
37823,Fully Paid,69600.0,Not Verified,3 years,MORTGAGE,11.66,5000.0,home_improvement, 36 months,C
37824,Charged Off,15000.0,Not Verified,3 years,RENT,10.08,4000.0,credit_card, 36 months,B
37825,Charged Off,50000.0,Not Verified,1 year,RENT,10.71,10000.0,other, 36 months,B
37826,Fully Paid,70000.0,Not Verified,3 years,RENT,11.03,3300.0,credit_card, 36 months,C
37827,Fully Paid,82000.0,Verified,10+ years,RENT,13.55,12000.0,credit_card, 36 months,D
37828,Fully Paid,97000.0,Verified,6 years,OTHER,17.03,25000.0,medical, 36 months,F
37829,Fully Paid,57300.0,Not Verified,2 years,RENT,11.66,10400.0,debt_consolidation, 36 months,C
37830,Fully Paid,48000.0,Not Verified,2 years,RENT,9.76,3000.0,credit_card, 36 months,B
37831,Charged Off,50000.0,Verified,< 1 year,RENT,13.24,16000.0,debt_consolidation, 36 months,D
37832,Fully Paid,28989.0,Not Verified,< 1 year,MORTGAGE,8.0,10000.0,other, 36 months,A
37833,Charged Off,35280.0,Not Verified,< 1 year,MORTGAGE,11.66,12000.0,debt_consolidation, 36 months,C
37834,Fully Paid,38400.0,Not Verified,10+ years,OWN,13.24,6000.0,home_improvement, 36 months,D
37835,Charged Off,64000.0,Not Verified,10+ years,MORTGAGE,11.97,7200.0,debt_consolidation, 36 months,C
37836,Fully Paid,36000.0,Not Verified,1 year,RENT,7.68,1000.0,medical, 36 months,A
37837,Fully Paid,42000.0,Not Verified,4 years,RENT,10.08,5000.0,major_purchase, 36 months,B
37838,Fully Paid,51320.0,Not Verified,1 year,OWN,11.97,5000.0,debt_consolidation, 36 months,C
37839,Fully Paid,78000.0,Not Verified,3 years,RENT,11.97,9600.0,car, 36 months,C
37840,Fully Paid,110000.0,Not Verified,< 1 year,RENT,10.71,3600.0,educational, 36 months,B
37841,Fully Paid,48000.0,Not Verified,2 years,MORTGAGE,11.97,5000.0,debt_consolidation, 36 months,C
37842,Fully Paid,50000.0,Not Verified,10+ years,MORTGAGE,11.97,13000.0,debt_consolidation, 36 months,C
37843,Fully Paid,40000.0,Not Verified,10+ years,MORTGAGE,10.71,7200.0,credit_card, 36 months,B
37844,Fully Paid,45000.0,Not Verified,10+ years,RENT,12.92,8000.0,debt_consolidation, 36 months,D
37845,Fully Paid,62200.0,Not Verified,6 years,RENT,10.39,10000.0,debt_consolidation, 36 months,B
37846,Fully Paid,38400.0,Not Verified,1 year,RENT,10.39,10000.0,debt_consolidation, 36 months,B
37847,Fully Paid,32400.0,Not Verified,10+ years,MORTGAGE,13.24,6600.0,debt_consolidation, 36 months,D
37848,Fully Paid,40800.0,Not Verified,2 years,RENT,11.97,3500.0,debt_consolidation, 36 months,C
37849,Charged Off,54300.0,Not Verified,< 1 year,RENT,9.76,4500.0,debt_consolidation, 36 months,B
37850,Fully Paid,45000.0,Not Verified,9 years,MORTGAGE,9.76,12000.0,debt_consolidation, 36 months,B
37851,Fully Paid,65000.0,Not Verified,4 years,MORTGAGE,9.76,16800.0,home_improvement, 36 months,B
37852,Fully Paid,160000.0,Not Verified,10+ years,OTHER,8.0,6000.0,major_purchase, 36 months,A
37853,Fully Paid,112500.0,Not Verified,1 year,RENT,12.29,16000.0,debt_consolidation, 36 months,C
37854,Fully Paid,59000.0,Not Verified,7 years,MORTGAGE,9.76,500.0,other, 36 months,B
37855,Fully Paid,83000.0,Not Verified,5 years,RENT,12.92,25000.0,debt_consolidation, 36 months,D
37856,Fully Paid,60000.0,Verified,2 years,RENT,14.5,12500.0,debt_consolidation, 36 months,E
37857,Fully Paid,140000.0,Not Verified,10+ years,MORTGAGE,10.08,25000.0,credit_card, 36 months,B
37858,Fully Paid,12000.0,Not Verified,1 year,RENT,7.37,725.0,credit_card, 36 months,A
37859,Fully Paid,45900.0,Not Verified,< 1 year,RENT,10.39,12000.0,credit_card, 36 months,B
37860,Fully Paid,66000.0,Not Verified,1 year,RENT,14.18,15000.0,debt_consolidation, 36 months,E
37861,Fully Paid,60000.0,Verified,10+ years,RENT,13.87,20000.0,debt_consolidation, 36 months,D
37862,Fully Paid,95000.0,Not Verified,1 year,MORTGAGE,10.08,25000.0,other, 36 months,B
37863,Fully Paid,148000.0,Not Verified,8 years,RENT,13.55,10000.0,debt_consolidation, 36 months,D
37864,Charged Off,54912.0,Not Verified,< 1 year,RENT,11.66,20000.0,credit_card, 36 months,C
37865,Charged Off,18000.0,Not Verified,3 years,RENT,11.97,3300.0,credit_card, 36 months,C
37866,Fully Paid,97200.0,Not Verified,4 years,MORTGAGE,12.29,20000.0,debt_consolidation, 36 months,C
37867,Fully Paid,100000.0,Not Verified,3 years,RENT,13.55,10000.0,credit_card, 36 months,D
37868,Fully Paid,180000.0,Not Verified,2 years,MORTGAGE,11.97,15600.0,debt_consolidation, 36 months,C
37869,Fully Paid,75000.0,Verified,3 years,RENT,14.5,23575.0,credit_card, 36 months,E
37870,Fully Paid,27000.0,Not Verified,6 years,RENT,11.66,6000.0,debt_consolidation, 36 months,C
37871,Fully Paid,60000.0,Not Verified,8 years,OWN,11.34,8350.0,credit_card, 36 months,C
37872,Fully Paid,20000.0,Not Verified,< 1 year,RENT,9.76,7500.0,educational, 36 months,B
37873,Charged Off,52610.0,Not Verified,6 years,RENT,10.71,18000.0,debt_consolidation, 36 months,B
37874,Charged Off,200000.0,Not Verified,10+ years,MORTGAGE,13.24,25000.0,other, 36 months,D
37875,Fully Paid,38000.0,Not Verified,10+ years,MORTGAGE,9.76,5000.0,credit_card, 36 months,B
37876,Fully Paid,50000.0,Not Verified,1 year,RENT,12.92,8000.0,other, 36 months,D
37877,Fully Paid,225000.0,Verified,2 years,MORTGAGE,10.08,25000.0,major_purchase, 36 months,B
37878,Fully Paid,114000.0,Not Verified,2 years,MORTGAGE,9.76,15000.0,credit_card, 36 months,B
37879,Fully Paid,40000.0,Not Verified,5 years,MORTGAGE,7.68,5000.0,home_improvement, 36 months,A
37880,Fully Paid,51000.0,Not Verified,10+ years,OWN,11.34,12000.0,debt_consolidation, 36 months,C
37881,Fully Paid,120000.0,Verified,7 years,MORTGAGE,15.76,25000.0,debt_consolidation, 36 months,F
37882,Charged Off,31000.0,Not Verified,1 year,RENT,11.03,7200.0,other, 36 months,C
37883,Fully Paid,57000.0,Not Verified,10+ years,RENT,14.18,12500.0,credit_card, 36 months,E
37884,Fully Paid,39000.0,Not Verified,4 years,MORTGAGE,10.71,20000.0,credit_card, 36 months,B
37885,Fully Paid,61000.0,Not Verified,3 years,RENT,10.39,7500.0,debt_consolidation, 36 months,B
37886,Fully Paid,65160.0,Not Verified,< 1 year,RENT,14.18,16600.0,debt_consolidation, 36 months,E
37887,Fully Paid,39000.0,Not Verified,< 1 year,RENT,11.03,8000.0,credit_card, 36 months,C
37888,Fully Paid,120000.0,Not Verified,< 1 year,MORTGAGE,11.03,23000.0,other, 36 months,C
37889,Fully Paid,60000.0,Not Verified,1 year,MORTGAGE,11.66,7500.0,debt_consolidation, 36 months,C
37890,Fully Paid,19000.0,Not Verified,< 1 year,RENT,12.29,700.0,debt_consolidation, 36 months,C
37891,Fully Paid,45000.0,Not Verified,1 year,RENT,9.76,14000.0,credit_card, 36 months,B
37892,Fully Paid,97200.0,Not Verified,4 years,MORTGAGE,9.45,4000.0,home_improvement, 36 months,B
37893,Fully Paid,49244.0,Not Verified,3 years,RENT,8.0,8000.0,major_purchase, 36 months,A
37894,Fully Paid,50100.0,Not Verified,10+ years,RENT,8.0,6600.0,other, 36 months,A
37895,Fully Paid,162000.0,Not Verified,10+ years,RENT,11.03,25000.0,debt_consolidation, 36 months,C
37896,Charged Off,18500.0,Not Verified,2 years,RENT,11.34,9000.0,credit_card, 36 months,C
37897,Fully Paid,39600.0,Not Verified,10+ years,MORTGAGE,7.68,6000.0,major_purchase, 36 months,A
37898,Fully Paid,55000.0,Not Verified,3 years,RENT,11.66,14000.0,debt_consolidation, 36 months,C
37899,Charged Off,80000.0,Not Verified,3 years,RENT,11.66,11200.0,debt_consolidation, 36 months,C
37900,Fully Paid,100000.0,Not Verified,< 1 year,RENT,9.76,3000.0,credit_card, 36 months,B
37901,Fully Paid,28800.0,Not Verified,< 1 year,RENT,9.76,5500.0,debt_consolidation, 36 months,B
37902,Fully Paid,29000.0,Not Verified,5 years,MORTGAGE,12.29,1500.0,debt_consolidation, 36 months,C
37903,Fully Paid,77000.0,Not Verified,2 years,MORTGAGE,12.29,15000.0,debt_consolidation, 36 months,C
37904,Charged Off,75000.0,Verified,10+ years,MORTGAGE,13.24,13200.0,credit_card, 36 months,D
37905,Fully Paid,40000.0,Verified,2 years,RENT,11.34,7000.0,debt_consolidation, 36 months,C
37906,Fully Paid,39684.0,Not Verified,4 years,RENT,10.39,6000.0,credit_card, 36 months,B
37907,Fully Paid,35004.0,Not Verified,< 1 year,MORTGAGE,10.39,8400.0,wedding, 36 months,B
37908,Charged Off,45000.0,Verified,4 years,RENT,11.34,8000.0,debt_consolidation, 36 months,C
37909,Fully Paid,95827.0,Verified,10+ years,MORTGAGE,14.5,16000.0,debt_consolidation, 36 months,E
37910,Fully Paid,48000.0,Not Verified,< 1 year,RENT,10.08,10000.0,debt_consolidation, 36 months,B
37911,Fully Paid,80000.0,Not Verified,< 1 year,MORTGAGE,8.32,10000.0,other, 36 months,A
37912,Fully Paid,81193.2,Not Verified,2 years,RENT,10.71,12000.0,debt_consolidation, 36 months,B
37913,Fully Paid,145000.0,Not Verified,< 1 year,MORTGAGE,10.08,25000.0,other, 36 months,B
37914,Fully Paid,150000.0,Verified,< 1 year,RENT,13.24,25000.0,credit_card, 36 months,D
37915,Fully Paid,34138.0,Not Verified,3 years,RENT,10.39,12000.0,debt_consolidation, 36 months,B
37916,Fully Paid,93492.0,Not Verified,< 1 year,RENT,9.45,20000.0,wedding, 36 months,B
37917,Fully Paid,80000.0,Not Verified,2 years,OWN,11.66,16000.0,debt_consolidation, 36 months,C
37918,Fully Paid,8500.0,Not Verified,7 years,RENT,8.63,4500.0,credit_card, 36 months,A
37919,Charged Off,94800.0,Not Verified,1 year,MORTGAGE,9.76,12000.0,other, 36 months,B
37920,Fully Paid,33000.0,Not Verified,3 years,RENT,8.32,1200.0,wedding, 36 months,A
37921,Fully Paid,75000.0,Not Verified,< 1 year,RENT,14.82,20000.0,debt_consolidation, 36 months,E
37922,Fully Paid,34300.0,Not Verified,4 years,RENT,10.71,18500.0,debt_consolidation, 36 months,B
37923,Fully Paid,40800.0,Not Verified,1 year,MORTGAGE,12.92,6000.0,debt_consolidation, 36 months,D
37924,Fully Paid,120000.0,Not Verified,< 1 year,RENT,11.66,10000.0,credit_card, 36 months,C
37925,Fully Paid,50000.0,Not Verified,< 1 year,MORTGAGE,11.34,10000.0,other, 36 months,C
37926,Fully Paid,150000.0,Not Verified,< 1 year,RENT,10.08,20000.0,credit_card, 36 months,B
37927,Fully Paid,78000.0,Not Verified,4 years,RENT,12.29,9600.0,debt_consolidation, 36 months,C
37928,Fully Paid,35713.6,Not Verified,1 year,RENT,11.03,6150.0,credit_card, 36 months,C
