Sales;TV;Radio;Newspaper;Web;Price;Discount;Distribution;Seasonality_Index
14,09;255,33;2,07;23,30;135,34;19,13;6,33;63,12;0,81
12,26;36,56;29,16;24,00;127,62;22,42;18,77;56,05;1,07
15,44;272,12;4,80;35,82;128,17;25,86;3,53;67,05;1,19
14,40;149,87;12,34;7,73;220,70;19,00;12,92;69,80;0,93
15,85;202,07;30,60;38,31;171,95;26,43;3,15;68,21;1,16
10,78;16,00;26,13;0,30;233,49;19,70;8,73;54,62;0,96
13,58;81,13;34,66;51,43;95,84;17,09;2,41;50,48;1,18
14,96;309,13;0,00;15,45;141,00;20,79;7,72;73,34;1,14
11,86;224,69;4,47;16,32;121,91;24,61;6,79;63,98;1,11
15,77;170,46;28,05;55,44;187,26;24,00;7,65;77,79;0,96
13,67;54,81;15,59;11,45;298,36;15,48;14,34;75,76;0,97
24,97;195,75;40,90;68,51;304,86;21,14;9,54;81,17;1,11
18,68;223,70;12,59;53,26;87,65;22,29;7,34;56,21;1,02
9,93;75,94;43,68;43,33;63,62;18,07;9,67;43,27;0,92
8,30;95,67;5,00;45,45;173,75;27,51;2,46;74,15;1,13
11,26;159,00;13,17;8,08;93,56;20,80;3,71;50,48;1,13
15,04;149,78;40,68;23,27;92,01;20,02;7,45;57,56;0,79
14,92;96,58;44,30;60,95;72,00;24,07;9,20;53,77;1,06
17,01;81,29;52,22;32,64;70,16;18,39;12,21;47,83;1,16
17,92;261,31;23,01;25,01;183,20;24,81;7,71;65,76;1,05
11,89;173,83;0,00;0,88;135,65;14,77;5,61;56,88;1,02
14,16;203,18;14,36;8,90;70,51;19,15;2,86;54,74;1,11
2,98;41,80;2,50;29,25;32,49;22,39;5,89;38,88;0,93
9,61;108,59;4,04;52,47;145,33;25,27;6,01;67,98;1,23
9,42;38,01;6,81;5,72;253,33;16,08;8,35;63,40;1,19
19,08;168,43;12,24;67,42;236,84;18,39;8,84;67,44;0,87
9,50;63,31;4,89;5,52;192,37;20,67;9,95;60,49;1,18
15,19;234,88;13,65;26,19;66,79;19,30;3,84;65,13;0,83
10,55;80,23;18,89;19,13;190,55;18,45;5,77;58,35;1,04
11,19;221,46;0,00;7,76;76,92;23,60;7,05;66,74;0,89
8,92;156,97;0,00;32,10;49,67;18,72;0,00;44,56;1,24
11,96;215,74;0,00;9,74;116,25;14,47;4,21;71,76;1,12
8,03;71,78;1,19;17,26;256,73;15,01;5,15;66,07;0,84
12,96;88,20;44,09;49,98;35,22;19,99;10,46;47,01;1,02
11,50;108,21;16,48;23,49;159,40;13,76;6,22;55,07;0,93
12,67;46,99;41,66;52,23;213,49;18,55;7,77;51,91;1,00
10,24;67,60;4,04;36,23;203,95;15,01;8,05;49,42;1,20
5,31;0,70;0,00;16,81;248,25;23,56;6,88;55,05;0,90
12,71;192,33;14,61;13,10;129,73;27,47;5,70;67,25;1,08
22,04;268,55;41,12;70,15;172,63;19,10;9,23;65,61;0,98
20,12;206,29;35,22;71,09;325,26;22,58;10,26;70,87;0,99
14,20;85,15;48,74;46,91;90,62;16,79;6,02;45,75;0,90
10,46;55,86;45,62;1,48;73,05;17,71;3,52;45,79;1,08
9,60;67,36;25,47;9,39;212,11;24,75;5,10;59,39;0,83
16,19;82,19;45,43;38,12;62,83;18,18;7,06;48,51;1,05
9,06;77,56;8,36;33,94;198,57;18,63;9,34;68,53;0,84
15,05;126,48;16,66;0,30;236,04;16,51;4,31;76,84;1,13
10,00;1,07;45,14;81,90;87,06;23,15;9,98;59,95;0,86
12,04;60,67;24,69;14,05;140,33;8,54;10,34;43,50;0,92
9,95;64,96;9,53;33,08;198,07;17,96;11,71;54,38;0,92
13,94;203,76;21,29;12,35;56,47;20,52;6,92;62,23;1,03
10,22;98,60;13,72;16,45;127,17;17,36;9,25;53,17;1,12
14,13;74,85;49,97;30,38;80,68;22,21;15,01;56,53;1,20
12,68;150,66;32,19;4,12;73,09;23,73;5,53;56,57;0,91
17,62;242,97;8,68;12,53;161,03;16,62;3,86;80,56;0,80
14,48;189,90;26,10;0,30;132,43;26,98;2,19;70,51;0,98
23,48;261,01;21,77;0,30;140,31;16,58;13,71;76,33;1,04
9,28;0,70;40,54;74,87;79,75;23,48;13,20;42,34;1,10
22,17;215,88;37,55;17,63;289,68;21,39;7,87;78,50;0,84
22,19;267,05;53,51;48,81;132,73;20,47;5,98;66,50;0,90
13,97;61,50;19,02;25,24;271,28;17,88;8,96;56,18;1,21
13,72;152,63;6,08;16,47;59,86;20,02;9,69;64,37;1,11
13,32;195,30;9,72;28,05;109,78;21,52;2,03;66,77;1,06
14,80;88,79;41,10;48,64;52,51;17,00;0,00;46,53;0,99
19,84;203,58;34,65;52,68;154,16;20,64;15,88;75,26;0,94
15,85;241,53;5,94;11,60;154,50;18,64;8,39;64,40;1,06
3,88;21,72;0,00;1,37;116,84;14,40;7,93;37,17;1,11
10,79;79,32;9,62;33,64;228,37;16,94;8,19;71,16;0,80
18,73;119,87;50,57;54,15;142,11;16,73;10,24;50,23;0,93
13,00;185,29;15,96;29,16;83,01;19,40;0,92;57,07;1,10
2,78;15,11;8,98;36,21;8,49;20,22;1,54;41,26;1,21
19,27;164,69;50,69;0,30;129,63;20,37;8,73;63,89;1,13
6,69;52,09;12,16;8,84;150,07;25,10;0,00;61,09;1,16
16,47;189,46;21,11;33,24;82,18;13,80;5,32;62,72;1,09
5,66;24,59;9,92;18,70;231,29;20,13;7,70;64,39;0,85
11,46;211,53;10,66;54,71;120,94;21,54;5,73;58,16;1,08
12,81;188,38;22,14;11,28;133,75;23,07;5,52;65,28;0,85
15,20;220,97;32,84;11,82;139,81;23,16;4,46;55,51;1,07
6,16;61,13;15,69;12,88;104,45;18,44;0,26;62,61;0,88
14,00;163,13;36,52;44,51;34,23;21,31;6,47;42,68;1,07
16,03;162,29;19,51;16,57;231,83;17,86;8,27;67,80;1,01
7,29;0,70;23,36;0,30;217,33;19,98;4,35;48,38;1,17
13,18;49,70;17,17;28,21;122,14;13,09;7,26;47,36;1,04
18,39;257,34;44,96;11,17;44,80;23,77;5,44;60,14;1,14
14,31;128,61;16,48;39,61;127,32;20,18;5,51;54,76;1,26
12,94;9,02;40,42;51,65;219,74;17,48;2,26;66,42;1,11
16,06;130,48;42,60;83,31;109,89;20,32;10,08;58,61;0,96
4,17;0,70;0,00;40,91;181,86;18,24;3,32;51,18;0,88
19,23;289,81;32,23;45,64;141,41;26,45;8,18;70,08;0,86
3,16;0,70;22,54;43,83;52,83;29,14;3,02;51,34;1,24
12,35;43,01;44,17;8,57;55,91;22,57;5,30;52,40;0,86
11,31;227,10;2,90;45,30;141,56;19,73;10,97;58,67;0,94
20,50;234,46;20,78;35,72;297,40;23,47;12,54;76,41;1,16
22,56;233,44;42,05;43,09;194,26;23,73;13,31;75,15;0,96
17,74;189,44;20,63;37,49;90,46;17,99;7,69;61,88;1,05
10,64;50,99;14,14;8,88;250,23;14,74;10,89;56,74;0,93
21,53;294,64;10,99;40,65;117,88;22,06;0,51;74,48;1,19
22,14;203,41;40,30;36,69;229,95;23,69;8,90;66,70;1,22
13,62;206,41;18,56;20,34;93,42;15,69;5,73;69,98;1,09
11,58;213,72;2,78;51,59;102,72;19,19;10,43;65,91;0,88
11,79;55,99;40,78;15,82;76,81;20,79;5,19;40,91;1,18
14,74;111,55;42,89;58,18;188,76;20,52;10,20;59,09;0,84
21,87;269,72;28,39;9,23;298,34;25,93;11,75;79,91;0,83
18,05;155,45;44,05;11,39;72,98;15,55;11,05;56,57;1,02
9,59;217,61;3,19;20,02;174,60;28,50;7,14;67,52;0,88
9,97;5,22;29,88;40,61;130,59;13,87;10,55;42,10;1,16
17,84;189,05;20,53;34,70;233,90;14,40;3,43;62,52;0,83
16,55;251,22;15,32;12,27;325,76;21,05;5,40;88,75;0,86
17,10;230,20;3,99;32,95;203,36;17,73;0,22;74,42;1,10
25,85;273,38;25,12;10,25;334,99;21,34;14,33;88,02;1,03
15,59;105,87;51,67;41,04;89,23;19,77;9,95;55,34;0,82
12,38;232,89;3,73;27,71;130,16;20,67;9,87;61,68;0,98
16,40;213,75;32,40;33,26;4,00;18,47;2,84;54,61;0,92
11,88;44,71;38,60;16,33;85,33;20,21;5,09;66,58;1,21
11,36;211,18;0,00;8,14;122,16;19,67;6,02;72,00;1,14
21,98;216,82;36,61;25,76;148,82;24,60;13,31;64,55;1,01
11,56;14,80;43,32;10,22;124,79;17,78;13,94;46,60;1,04
9,73;194,76;0,51;14,07;146,42;17,50;9,72;44,79;0,91
11,07;13,85;24,65;38,10;105,04;13,45;8,12;55,90;1,10
15,78;135,28;12,50;40,42;259,54;19,80;14,30;76,33;1,07
23,10;192,79;47,55;26,26;134,17;16,72;7,45;59,76;1,04
16,97;176,33;27,06;60,47;193,59;16,88;7,45;57,74;0,98
9,39;59,45;0,00;0,30;348,65;20,41;10,52;65,45;1,10
24,27;253,63;21,37;34,11;313,15;15,97;7,59;87,05;1,17
3,74;67,19;2,47;26,44;11,00;23,80;3,69;43,07;1,12
17,37;114,31;52,34;54,25;174,70;20,86;5,41;66,57;0,78
16,14;189,52;18,49;6,01;147,56;20,24;11,19;65,15;1,01
17,23;74,28;54,23;39,96;90,41;16,30;9,61;58,10;0,97
10,21;95,66;10,17;50,05;183,86;22,49;13,04;63,83;0,96
11,49;51,74;33,97;78,88;104,37;20,03;1,57;56,82;0,90
16,86;88,75;34,82;52,90;228,00;17,82;16,43;50,10;1,17
10,70;126,40;6,15;2,57;239,63;20,20;3,50;59,77;0,83
12,41;10,10;43,67;71,84;45,25;14,03;2,24;40,23;0,94
10,77;41,87;2,49;27,41;366,80;13,76;9,25;81,50;0,89
10,95;54,64;8,98;19,17;45,15;15,42;9,79;59,05;0,87
12,94;154,72;4,89;37,56;242,69;21,65;9,81;69,52;1,18
8,09;62,04;2,29;17,65;256,43;19,05;8,36;61,14;1,07
14,32;264,79;2,03;23,38;131,93;24,96;3,94;54,72;1,17
13,28;197,67;3,41;32,05;163,46;18,00;2,57;72,59;0,83
9,41;103,62;9,08;51,68;104,82;22,01;10,38;50,84;1,05
9,58;67,06;8,28;18,45;48,96;18,77;8,06;67,81;1,11
25,89;246,08;51,28;60,13;224,32;19,02;15,01;70,24;0,81
16,85;176,66;14,23;25,01;139,78;21,80;8,68;77,68;0,90
14,35;190,57;13,69;15,34;210,67;20,35;0,00;75,54;1,01
16,31;106,18;54,50;74,54;106,45;18,60;3,68;47,82;1,16
12,36;127,85;20,42;44,23;197,84;20,46;10,30;66,38;0,74
19,69;230,46;32,38;21,31;170,98;20,73;7,26;74,92;0,81
24,79;270,99;30,27;20,57;278,72;21,13;8,68;80,48;1,23
16,69;189,30;10,96;37,43;296,14;19,63;6,45;83,77;0,88
11,97;38,44;23,80;25,95;229,46;14,75;12,74;67,05;0,92
18,69;150,06;37,42;30,33;136,18;20,59;9,63;64,93;1,02
10,68;18,58;14,51;0,30;149,11;15,66;9,24;52,61;0,96
12,90;197,45;19,82;14,39;43,30;17,36;3,34;47,49;0,88
17,38;234,47;16,42;48,57;79,16;20,92;6,77;61,00;0,84
26,40;293,78;46,89;66,00;226,87;25,06;5,50;80,22;1,05
19,85;109,45;30,58;30,34;267,80;20,45;9,97;56,63;1,28
11,48;64,75;43,77;41,29;51,66;17,82;0,00;48,37;0,80
18,13;244,97;31,29;15,27;108,42;19,39;1,78;64,23;0,93
20,36;221,67;35,31;5,81;143,24;22,80;6,97;57,33;1,27
27,99;264,63;52,48;46,20;145,89;14,34;17,07;67,32;1,16
5,49;62,71;0,00;20,01;178,07;21,66;1,26;56,23;0,95
19,00;183,11;16,99;54,25;198,76;15,18;4,22;82,22;0,92
23,67;238,90;16,24;22,39;344,42;16,74;12,22;87,26;1,03
19,30;257,87;17,40;0,30;170,26;19,45;14,21;78,63;0,84
13,81;192,02;21,30;18,06;126,11;27,57;7,98;61,97;1,04
16,81;244,61;17,08;62,11;105,80;27,42;9,17;51,53;1,23
21,78;204,37;33,23;53,87;225,56;23,68;8,49;77,31;1,25
18,70;175,50;33,19;39,89;235,81;21,96;8,09;66,90;0,90
12,31;71,17;13,97;16,85;151,95;13,20;7,82;54,31;1,18
15,34;290,06;1,12;27,89;162,55;22,48;4,99;65,56;1,19
11,84;190,20;2,49;18,51;90,94;18,86;8,44;60,01;1,15
24,66;268,25;42,84;74,79;209,18;19,95;4,06;83,06;0,91
25,15;277,08;34,21;56,98;216,80;22,85;12,65;83,44;1,00
17,19;117,76;15,61;51,26;339,29;18,83;11,47;87,88;0,86
9,61;157,22;1,55;32,57;142,35;23,25;6,15;73,91;1,01
23,62;282,27;25,83;14,95;348,04;15,46;6,11;74,76;0,91
13,31;235,63;14,69;55,87;112,60;22,07;3,34;56,27;1,07
7,63;31,44;22,30;23,69;133,08;15,99;11,64;39,52;0,99
9,17;119,39;11,14;43,16;50,65;18,90;4,67;55,34;0,92
13,52;100,75;0,00;42,89;313,85;20,96;11,25;68,45;1,06
11,52;192,44;3,63;20,81;88,31;17,11;2,81;55,99;0,96
18,77;188,50;14,24;59,90;210,34;21,87;8,60;68,61;1,11
20,93;159,40;48,89;59,41;253,49;20,30;5,98;74,65;1,01
19,95;194,62;36,42;30,86;246,93;18,78;10,56;63,45;0,85
10,10;101,92;21,89;13,60;109,69;17,96;8,26;46,19;1,04
14,24;119,78;45,75;29,49;35,91;19,47;7,44;49,63;0,94
14,06;228,28;4,55;4,20;172,83;18,36;4,45;77,93;1,09
16,44;153,62;42,80;14,36;184,57;20,12;7,99;65,19;1,05
13,06;192,19;17,83;6,18;83,40;19,53;8,17;53,42;1,17
13,47;207,64;16,47;10,48;56,54;18,72;4,97;42,59;1,07
13,22;229,95;3,69;80,56;165,18;27,30;6,43;75,63;1,12
16,21;286,82;4,19;25,92;135,02;23,24;13,51;65,08;1,00
18,23;216,05;19,22;34,74;265,49;19,99;6,65;68,99;0,90
13,54;271,55;0,00;36,80;173,41;22,39;11,25;60,61;1,00
22,66;254,73;47,45;3,16;191,85;17,83;5,46;63,02;0,84
18,28;245,79;0,00;30,01;274,20;20,09;11,78;73,15;0,96
14,45;87,13;40,70;35,98;77,61;18,67;9,46;49,41;0,83
24,16;253,57;26,44;15,47;316,67;17,33;9,47;75,79;1,10
13,67;272,81;5,51;18,18;20,27;22,84;0,34;60,22;1,25
9,91;0,70;40,35;7,70;177,68;16,53;2,07;52,32;1,02
14,99;106,10;17,15;34,84;283,48;18,76;8,12;86,49;0,99
15,82;244,79;6,73;27,23;42,23;19,61;6,92;47,00;1,05
17,82;224,20;27,87;19,93;263,28;30,52;6,47;78,52;1,02
16,87;101,22;31,62;46,87;216,11;17,94;9,77;65,75;1,21
14,03;116,27;36,79;14,59;14,86;13,04;0,42;40,26;1,07
14,71;83,09;21,73;30,96;195,57;14,43;7,85;62,08;1,22
22,50;242,41;28,94;11,77;314,92;23,55;7,30;88,70;1,14
14,85;136,82;16,13;52,21;306,07;24,86;10,41;75,80;1,09
14,00;192,62;9,16;35,24;134,60;18,76;5,26;73,29;1,07
10,36;54,17;39,16;78,96;95,50;24,16;3,11;35,14;0,89
13,94;190,43;32,35;64,63;166,07;23,82;6,15;60,38;0,98
18,95;252,32;0,00;25,80;310,29;20,89;6,94;93,91;1,04
13,46;138,39;36,15;28,41;94,02;19,34;2,55;62,53;0,87
6,10;0,70;25,47;36,72;102,05;19,25;10,72;51,02;1,10
9,09;31,06;24,56;2,77;211,96;21,23;7,84;67,88;1,04
8,48;146,06;0,00;33,33;220,78;21,62;0,71;54,68;0,89
12,22;119,81;17,11;31,60;128,57;17,84;4,99;63,53;0,99
20,63;185,79;44,94;56,33;134,86;20,69;11,47;70,59;0,77
9,21;36,74;20,26;0,32;186,85;24,79;5,78;52,78;1,19
13,92;226,33;1,85;42,04;146,35;22,28;12,23;85,42;1,10
12,74;219,67;4,52;15,09;138,30;23,69;3,93;67,20;0,96
4,09;0,70;2,96;28,00;155,02;20,24;8,97;36,65;0,90
20,38;231,69;13,55;18,49;298,69;21,99;14,08;83,77;1,08
13,56;82,74;32,79;52,15;179,39;20,28;10,31;54,90;0,79
7,49;64,16;1,07;18,86;345,17;21,98;6,13;81,71;1,10
13,87;165,00;33,52;61,49;152,04;23,39;4,92;67,07;0,84
17,52;133,18;40,49;53,81;122,75;21,41;11,97;54,18;0,81
12,18;100,94;26,25;12,22;101,93;17,21;4,14;64,76;1,02
17,58;118,96;10,43;31,62;265,04;21,23;13,08;76,76;1,12
3,20;2,92;13,70;20,29;110,90;18,19;5,19;42,39;0,98
13,95;163,01;17,67;43,53;35,63;19,75;5,83;51,55;0,97
8,73;131,19;0,00;23,73;334,19;28,57;5,83;80,88;0,86
9,67;28,43;0,12;1,66;232,45;13,45;6,52;58,36;1,18
7,17;125,52;9,99;0,30;117,41;22,58;3,63;55,01;0,79
14,68;184,82;8,03;29,55;132,86;17,99;7,73;63,15;1,17
20,56;227,22;38,10;80,26;152,61;22,59;8,71;60,18;0,93
20,09;273,55;24,73;19,18;337,21;29,85;13,23;71,87;1,05
26,26;273,62;47,73;50,62;171,96;19,12;7,39;74,30;1,01
14,46;228,76;19,34;40,18;43,15;19,15;2,28;43,97;1,17
7,51;104,02;3,48;40,21;61,70;19,92;6,00;43,88;1,08
13,30;239,69;29,50;51,06;64,01;19,08;2,71;48,14;1,02
15,83;166,67;21,81;36,19;241,53;23,48;13,37;59,87;1,07
16,85;277,03;10,69;27,07;48,45;20,10;4,94;64,74;0,83
22,35;204,65;47,73;33,84;171,82;23,16;7,97;66,23;1,17
15,16;229,65;0,48;10,47;85,20;16,69;7,34;59,93;1,07
22,82;254,20;32,39;31,87;174,50;15,84;8,36;62,29;1,18
18,28;234,11;35,49;62,31;46,48;21,20;0,37;53,98;0,79
14,52;251,83;14,82;8,93;10,68;16,16;1,02;59,22;0,82
13,97;290,54;6,32;0,36;121,07;26,35;10,34;68,87;0,82
26,99;258,04;26,92;26,69;323,95;16,68;11,71;90,98;1,18
19,73;183,56;18,82;24,03;257,09;17,31;3,92;80,74;1,20
17,14;279,94;0,00;46,55;149,89;23,52;8,23;69,32;1,15
18,57;167,18;48,28;48,89;137,74;19,01;6,49;49,13;1,08
23,91;243,00;47,39;10,15;207,76;16,24;6,75;68,41;0,88
9,87;114,32;4,92;45,91;178,00;26,73;3,73;61,34;1,04
8,66;78,86;5,19;0,30;88,97;15,75;9,46;46,09;1,01
21,29;283,33;49,52;48,89;146,97;21,65;1,79;63,68;1,05
10,37;80,22;16,85;25,49;240,41;18,75;6,47;65,74;0,87
9,63;77,08;12,61;41,16;190,73;21,94;8,68;77,57;0,95
14,83;150,20;41,13;0,30;71,78;21,29;12,40;51,56;0,96
15,10;121,79;36,94;86,27;192,56;18,37;11,08;63,84;1,03
21,34;181,13;43,38;0,30;102,97;19,14;4,62;50,76;1,30
11,49;15,73;53,69;73,66;34,15;18,79;11,91;50,88;0,81
9,69;94,42;16,10;18,00;214,90;21,85;4,12;70,07;0,98
23,49;270,16;55,00;10,37;100,86;17,69;8,87;71,63;1,17
13,27;218,09;5,09;80,10;103,21;28,52;7,95;72,07;0,93
11,94;40,44;40,71;4,17;88,07;16,13;4,10;45,77;1,15
22,45;232,98;44,06;40,34;154,52;21,49;11,07;66,10;1,20
16,35;176,28;29,35;54,95;92,52;17,39;5,08;70,64;0,97
29,63;303,12;45,87;68,36;206,63;18,71;12,17;82,24;1,16
13,41;188,32;11,18;54,39;207,75;18,44;2,11;54,35;1,04
9,76;73,68;6,62;25,57;291,11;16,24;11,23;72,54;1,02
9,65;184,17;1,07;13,05;143,05;19,12;5,46;59,69;0,99
14,39;46,96;27,18;29,94;284,71;15,97;14,67;73,20;1,15
10,54;154,07;0,00;17,26;124,23;22,39;6,33;62,82;1,17
9,02;17,90;18,37;17,24;64,79;16,02;10,31;35,00;1,15
22,52;202,88;46,67;33,28;56,15;18,17;8,53;59,14;1,10
8,05;27,00;0,45;8,63;360,70;17,22;10,78;73,83;1,10
14,36;187,15;19,32;13,12;26,49;23,66;7,96;56,03;1,25
16,02;98,38;55,00;38,13;102,59;20,55;10,76;58,15;0,89
24,17;228,14;25,62;22,86;209,20;20,83;10,73;83,27;0,96
10,60;19,69;16,11;39,63;210,55;14,36;0,75;61,23;0,93
23,72;202,97;37,99;37,46;208,03;17,45;6,05;71,09;1,10
23,00;192,70;40,32;3,20;167,75;16,28;13,61;74,62;1,00
5,69;63,51;10,78;32,91;42,95;23,54;0,84;62,01;0,97
15,57;285,42;8,62;16,09;73,77;23,41;8,87;71,02;0,98
16,77;162,06;17,70;0,30;234,62;17,19;11,78;71,90;1,17
22,03;308,70;44,00;55,54;69,20;20,90;4,38;68,86;0,96
18,35;165,78;37,28;47,42;179,96;18,20;1,92;67,59;0,93
23,90;194,32;44,93;20,81;208,86;17,87;7,76;70,53;1,01
20,77;242,94;19,98;21,40;267,24;22,77;17,32;94,21;0,87
5,27;22,28;3,57;19,07;228,06;17,69;5,66;54,84;0,95
16,30;183,01;29,73;35,18;270,09;27,49;7,66;83,20;1,17
18,91;259,79;47,05;0,30;62,21;25,12;3,40;60,90;0,84
19,72;239,81;31,18;7,66;149,10;25,21;12,33;57,84;0,93
22,50;214,74;40,09;31,48;156,84;23,29;7,69;65,83;1,28
16,12;181,69;2,96;0,30;264,21;18,83;7,20;70,67;1,02
13,35;81,83;0,00;18,76;345,60;21,23;15,86;78,88;1,15
22,09;245,64;41,98;38,48;177,71;20,52;11,05;71,83;0,78
17,99;183,43;36,87;45,44;146,71;26,24;5,01;56,89;1,10
13,14;152,53;42,16;50,09;48,32;22,03;2,16;63,32;0,88
14,66;189,46;15,94;30,39;84,82;21,66;10,31;66,53;1,20
16,61;219,13;0,00;76,83;158,11;22,42;7,22;78,67;1,01
13,27;273,87;13,78;0,30;76,63;26,86;0,59;65,73;1,22
11,98;34,99;48,11;61,99;52,14;14,95;0,49;44,89;0,96
11,59;117,92;23,99;9,05;118,80;25,46;3,31;61,87;1,08
16,03;174,44;29,43;20,25;150,72;19,86;3,71;59,73;1,07
6,83;0,70;13,17;61,48;82,33;14,62;0,00;46,37;0,98
14,28;0,70;50,09;92,19;73,51;17,26;3,38;43,44;1,13
13,11;44,48;31,71;22,93;211,19;13,66;6,12;49,89;0,89
13,99;141,17;7,35;23,37;238,45;22,21;7,41;70,23;0,97
18,62;158,15;45,04;55,41;147,04;17,57;14,44;59,22;0,89
16,49;192,96;23,33;69,25;209,67;22,10;8,08;68,68;0,89
11,60;0,70;37,58;63,00;74,04;22,77;6,21;47,26;0,99
12,58;3,87;22,21;43,42;148,27;16,68;9,53;60,52;1,06
19,41;289,97;31,05;35,24;135,45;21,26;6,97;64,55;1,03
20,27;257,53;23,88;38,49;148,97;17,61;9,22;67,08;1,00
12,43;180,57;4,20;24,17;119,35;19,36;7,52;56,03;1,09
15,92;177,87;26,12;28,65;201,08;28,89;9,36;62,74;1,17
19,38;293,61;3,58;12,11;147,94;24,23;16,77;67,71;1,01
23,65;224,50;39,45;44,63;182,95;20,65;12,23;68,81;0,84
26,28;293,74;46,00;62,20;234,74;20,69;6,52;83,79;0,95
27,08;275,76;33,29;59,82;290,85;22,25;12,28;85,72;1,12
7,24;25,54;26,00;27,63;89,22;19,22;3,92;40,42;0,80
12,61;110,20;18,73;44,96;148,81;18,79;9,19;68,17;0,89
16,00;156,73;44,57;43,67;162,46;22,36;4,00;70,20;1,12
12,30;34,51;15,40;37,72;233,14;16,04;5,32;55,09;1,24
9,12;0,70;22,89;45,12;85,03;15,75;7,71;54,27;0,98
15,29;181,01;22,90;24,11;58,18;21,79;9,46;58,20;1,14
13,93;105,92;28,53;2,98;179,37;15,59;10,35;60,46;1,02
10,30;48,51;6,54;41,19;167,89;21,66;10,58;59,01;0,98
20,74;182,19;41,90;41,04;171,55;20,88;10,21;66,01;1,16
3,10;13,79;9,73;28,14;4,00;12,82;5,02;43,14;0,90
3,70;0,70;5,19;27,52;224,38;18,85;6,91;59,55;0,87
15,82;193,43;9,58;40,48;128,12;15,66;9,74;60,71;0,92
9,53;136,73;2,41;10,94;155,31;22,06;10,78;47,37;0,84
17,87;296,51;8,62;3,99;176,03;20,83;7,60;78,29;0,96
12,11;57,50;51,66;38,92;81,61;25,31;7,03;46,75;0,84
18,29;227,52;22,96;9,42;153,67;24,33;13,45;73,20;0,89
22,49;227,53;29,78;17,14;279,25;17,64;10,56;82,43;0,95
11,00;27,81;39,20;8,20;95,80;12,01;7,55;46,14;0,89
12,65;51,06;18,55;1,61;209,18;16,23;10,53;67,56;0,88
25,42;251,85;40,56;23,82;184,28;17,54;8,76;73,65;1,16
8,57;68,25;7,24;12,73;255,76;24,89;6,50;66,94;0,92
15,15;159,69;37,53;7,96;87,30;20,03;8,38;56,07;1,06
12,04;184,68;22,82;0,30;55,70;23,21;5,78;67,73;1,10
11,34;101,57;1,28;22,75;196,31;18,72;14,42;57,78;1,15
11,20;42,32;28,71;25,91;105,13;18,40;9,87;48,17;0,90
23,26;218,56;48,66;59,98;159,58;21,60;6,81;59,00;1,12
18,14;187,28;16,34;25,19;236,29;24,24;11,85;77,46;1,22
24,61;263,92;31,10;18,92;345,96;22,50;13,09;83,54;1,21
12,61;235,67;1,93;56,59;68,49;18,46;10,02;57,37;0,90
8,46;137,12;5,58;37,14;109,88;25,51;4,56;53,87;1,12
12,61;8,75;30,64;15,95;239,10;17,46;10,51;60,57;1,14
22,88;207,12;29,11;7,95;312,68;19,17;10,93;71,88;1,09
23,04;202,69;48,03;56,98;201,49;12,40;9,92;54,62;0,98
6,95;84,33;3,51;30,56;157,19;21,59;4,17;61,25;1,03
21,28;314,32;3,83;19,19;178,19;22,44;9,71;61,24;1,14
26,60;237,53;49,06;50,39;161,55;22,08;10,41;75,15;1,20
13,68;41,58;29,66;14,89;235,09;17,48;14,24;72,98;1,09
7,99;0,70;8,83;28,49;164,86;16,68;7,57;51,74;0,92
6,17;0,70;0,58;30,40;260,70;17,37;7,79;70,61;1,14
17,08;167,09;38,29;31,65;164,50;22,06;11,39;64,33;0,91
16,24;163,41;34,86;9,97;202,71;22,19;6,49;78,88;0,82
11,17;19,16;28,86;18,10;200,44;17,82;12,82;54,19;0,94
22,83;247,42;44,76;21,43;229,26;24,39;13,94;59,40;0,85
13,26;38,77;47,63;72,71;39,38;19,52;10,86;43,70;1,07
23,96;217,23;43,04;4,83;196,70;19,08;10,76;82,86;1,04
1,88;15,08;0,00;19,69;52,30;19,17;3,34;47,51;1,04
8,30;61,11;11,10;18,12;101,83;14,71;6,81;47,84;0,85
15,12;197,90;24,23;12,51;90,11;21,34;7,98;62,27;0,93
16,07;182,57;32,56;43,28;133,49;16,03;5,85;69,59;0,89
8,79;83,77;11,68;23,87;12,40;16,15;9,32;44,38;0,95
12,82;22,13;28,28;36,35;156,91;12,46;10,16;72,06;0,86
11,65;131,86;3,52;10,08;330,45;19,20;7,61;73,35;0,89
10,97;0,70;33,59;0,30;172,87;23,16;15,22;60,62;1,24
12,90;103,89;4,52;16,49;329,95;19,17;11,10;80,30;1,03
10,62;134,13;19,39;30,83;103,33;22,22;2,92;51,79;1,10
14,49;259,96;6,18;27,94;108,67;29,15;3,48;63,01;0,95
26,04;320,00;32,64;91,81;56,70;24,79;11,48;72,63;1,12
16,14;180,20;21,80;22,99;231,86;18,13;15,79;72,49;1,21
17,67;278,02;5,08;22,28;151,85;19,73;10,75;73,49;0,82
16,49;185,07;10,11;62,92;186,80;21,36;12,71;56,32;1,11
15,51;220,51;6,12;40,77;112,71;19,35;10,73;68,17;1,13
17,35;231,45;7,20;25,91;182,96;19,46;9,86;72,68;0,89
14,40;135,24;0,00;39,13;271,78;23,48;10,59;71,48;1,11
13,35;195,15;23,02;62,76;81,84;24,76;8,33;61,55;1,15
