horas_estudio_dia,asistencia_pct,nota_previa,tareas_entregadas_pct,horas_sueno_dia,participacion_pct,ausencias_semestre,tutorias_mes,nota_final
3.54,82.56,4.67,64.93,5.77,66.04,9,1,4.58
2.59,68.82,3.76,99.32,7.71,40.35,8,1,4.49
2.72,79.80,3.83,90.03,6.82,56.95,4,1,4.52
0.93,98.27,2.09,61.03,5.14,54.95,4,4,3.59
3.13,87.85,2.74,58.34,7.44,50.75,3,4,4.05
5.27,65.64,2.71,57.32,6.73,88.19,2,3,4.36
5.42,99.98,3.18,67.75,5.43,58.72,7,4,4.89
4.95,89.02,3.81,65.57,5.73,85.21,8,1,4.82
5.14,84.65,4.68,64.68,5.49,64.10,4,2,5.00
0.91,95.88,3.39,81.05,8.54,59.36,1,4,4.35
4.82,60.81,4.06,73.01,7.11,65.40,1,4,4.84
4.56,89.77,3.51,54.21,6.46,51.77,2,1,4.26
4.50,80.02,4.55,95.47,7.25,41.11,9,1,5.00
4.73,99.09,3.73,60.96,8.01,75.44,9,0,4.99
5.14,69.74,3.54,95.55,6.72,43.49,7,1,4.68
2.93,86.21,2.65,85.06,8.49,78.14,9,3,4.13
4.35,76.61,2.96,77.87,8.91,73.21,10,0,4.38
4.66,82.93,4.18,72.63,5.42,99.89,2,0,5.00
1.19,87.73,2.48,92.89,7.36,45.35,9,2,3.69
0.82,78.81,3.68,99.44,6.50,87.51,8,0,4.20
1.92,87.03,4.72,63.66,7.15,87.27,8,0,4.71
2.83,93.01,3.09,69.01,9.00,96.47,7,0,4.43
3.50,64.53,4.39,82.63,5.81,97.16,6,3,4.52
3.90,57.60,3.06,53.47,5.03,99.93,5,2,4.07
5.47,79.66,3.02,60.81,6.42,37.90,5,0,4.26
2.04,57.15,2.72,84.63,8.36,40.09,8,3,3.90
1.75,55.49,4.09,65.93,7.52,82.57,8,3,4.14
4.83,90.96,4.61,83.14,5.20,77.97,3,1,5.00
4.55,67.48,3.56,82.75,7.85,81.57,4,1,5.00
2.24,80.90,2.48,60.23,5.56,99.36,9,2,3.77
2.64,63.95,2.81,59.82,6.15,78.81,10,0,3.52
3.02,84.57,4.08,54.88,5.04,41.46,10,0,4.28
0.81,93.62,2.36,88.31,8.25,41.59,4,2,3.79
4.15,82.58,3.55,64.97,6.44,71.88,9,0,4.70
1.84,83.88,4.43,97.30,8.65,97.10,0,2,5.00
1.65,59.94,4.21,97.12,5.08,53.89,9,2,3.97
0.94,97.85,3.93,92.12,5.15,49.30,7,1,4.59
2.30,57.69,4.27,73.67,7.76,75.99,0,1,4.24
2.33,82.85,3.87,53.16,7.48,55.47,8,3,3.92
2.02,62.69,2.86,84.63,6.11,73.88,8,2,3.83
2.68,99.17,2.82,87.80,8.88,90.67,6,1,4.23
1.78,94.96,4.52,90.78,8.53,58.28,2,3,5.00
0.69,64.82,3.44,66.32,7.54,88.73,7,2,3.23
5.30,60.01,4.73,88.87,9.00,97.92,3,3,5.00
1.86,65.19,4.31,68.04,6.91,84.72,4,2,4.30
1.56,95.89,3.56,60.95,8.40,35.12,4,4,4.08
3.82,56.17,3.61,57.88,7.19,78.38,7,2,4.03
3.69,94.18,3.63,66.09,8.39,43.66,3,2,4.73
3.63,72.79,4.59,96.12,8.67,98.22,10,4,5.00
2.19,99.31,4.73,70.14,7.42,53.56,5,4,4.95
5.10,63.33,2.21,93.53,5.14,42.41,3,3,4.25
3.11,91.95,2.09,75.38,6.75,67.53,0,2,3.83
1.24,99.92,4.63,56.63,5.86,91.04,8,4,4.58
3.77,75.98,2.61,67.06,7.51,94.30,3,1,4.32
5.35,94.00,4.22,72.05,8.19,71.65,4,3,5.00
2.01,55.71,4.30,69.58,5.27,42.25,9,4,3.98
5.09,94.35,3.39,89.39,5.58,84.64,7,4,5.00
4.31,67.68,3.97,70.02,5.85,97.20,10,4,4.59
2.68,88.87,4.21,60.30,8.90,57.14,2,0,4.51
3.12,79.79,3.39,56.18,8.34,74.80,10,4,4.14
4.06,59.80,4.54,93.32,7.49,72.40,5,3,4.88
5.22,67.66,2.60,76.67,8.44,36.25,9,3,4.17
4.21,81.11,4.25,84.87,8.62,55.02,4,3,4.94
4.65,55.20,3.12,60.54,5.63,81.19,8,4,3.96
4.55,64.68,2.14,83.92,5.82,89.61,8,4,4.21
2.48,90.28,4.48,87.28,8.64,35.24,6,0,4.77
4.05,87.56,4.07,59.21,7.47,66.70,10,1,4.39
4.38,93.35,3.00,50.37,6.33,50.22,8,0,4.12
3.93,58.69,4.42,76.99,7.21,70.76,5,3,4.57
3.55,95.53,3.03,61.20,6.87,51.21,4,1,4.19
1.81,78.83,2.59,72.18,7.93,99.69,6,1,3.69
0.70,97.52,3.07,82.64,7.51,41.71,7,2,4.23
0.73,99.35,2.96,54.41,6.73,64.50,10,2,3.48
4.50,63.96,3.76,50.92,6.90,87.73,8,3,4.40
2.13,75.44,3.36,80.49,8.74,57.98,2,4,4.27
4.37,74.41,4.80,53.17,7.06,42.77,5,1,4.75
3.54,56.87,2.25,76.10,5.28,74.69,3,4,3.58
4.65,66.75,3.75,80.17,6.47,35.35,2,2,4.58
1.45,87.88,2.59,83.88,8.44,57.93,6,4,3.80
0.80,89.22,2.38,84.25,8.71,44.88,4,0,3.63
1.38,95.19,4.49,72.47,7.29,84.05,5,0,4.45
1.34,69.97,3.54,99.07,7.41,49.49,8,0,3.87
2.21,78.67,3.54,82.57,8.02,74.91,6,2,4.59
2.60,64.46,2.70,73.57,6.31,83.66,4,1,3.79
2.63,57.19,2.27,87.89,7.61,47.03,9,2,2.99
4.33,69.52,2.29,82.45,5.19,58.64,4,4,4.38
0.68,64.49,2.02,86.80,5.88,69.98,4,1,3.17
3.76,61.90,4.55,90.74,5.06,79.32,6,0,4.80
5.13,98.88,4.64,64.18,8.99,59.16,2,2,5.00
1.59,66.13,4.31,57.40,7.65,60.58,2,3,3.98
4.24,97.84,2.49,81.79,7.68,43.93,4,0,4.24
2.42,86.19,3.80,54.96,5.44,59.89,2,1,4.19
2.43,81.31,4.26,79.51,8.85,38.28,7,4,4.35
1.60,84.42,3.89,59.05,5.62,82.69,2,2,4.16
1.43,77.82,4.00,66.30,5.79,88.02,8,2,4.00
5.25,71.27,4.73,70.38,8.97,63.94,1,4,5.00
4.56,79.86,4.59,72.26,7.28,74.82,9,0,4.98
3.19,66.64,2.95,52.86,8.63,97.35,9,1,3.75
2.21,97.94,4.26,56.56,7.07,74.26,8,1,4.65
3.21,66.09,3.52,70.58,6.65,70.87,7,0,4.13
4.78,71.77,3.54,77.35,6.19,76.29,2,4,4.81
2.33,67.83,3.26,78.53,7.86,60.83,4,4,4.13
1.02,82.97,3.37,66.94,6.98,85.68,4,2,3.92
0.99,81.92,4.01,98.62,6.26,92.09,7,4,4.54
4.33,63.96,4.66,86.15,8.33,61.58,8,1,5.00
3.97,78.55,2.57,65.11,8.28,61.77,3,0,4.14
3.66,99.73,2.75,63.25,7.85,74.15,4,2,4.52
4.44,91.65,3.27,94.42,5.10,59.40,0,0,5.00
1.22,74.06,3.68,74.57,6.32,87.06,0,0,3.99
4.37,76.05,4.02,51.93,5.36,90.12,3,3,4.50
5.16,98.83,2.72,70.95,6.61,74.14,5,3,5.00
0.54,63.31,3.72,54.46,5.11,44.00,0,4,3.60
4.89,83.01,4.64,83.51,5.89,88.85,10,4,5.00
3.92,65.77,4.80,63.66,6.19,65.05,4,3,4.91
5.00,57.20,3.05,87.70,6.98,46.72,6,2,4.60
3.50,77.95,4.06,63.42,7.41,84.22,9,2,4.60
1.13,72.25,4.16,54.85,8.99,67.23,2,4,4.15
3.49,83.39,3.97,59.73,8.78,99.63,8,1,4.64
5.41,73.59,4.47,51.39,5.92,48.65,8,4,4.99
5.44,62.72,4.54,73.68,8.35,38.18,5,4,5.00
2.12,94.35,4.78,88.12,8.22,37.46,9,1,5.00
5.25,86.98,3.22,85.58,6.40,71.36,7,3,5.00
0.94,87.07,3.04,79.90,5.51,63.58,6,4,3.96
0.71,78.03,4.74,66.59,8.01,98.56,3,0,4.38
4.12,77.42,2.40,67.36,6.81,84.15,2,4,4.33
1.69,71.40,4.20,61.55,8.29,57.04,6,1,3.91
0.59,88.31,3.94,70.51,5.08,64.94,5,3,4.34
2.22,96.88,2.17,69.70,5.00,84.15,10,3,3.97
2.59,77.24,2.75,76.83,6.26,91.97,3,3,4.01
4.92,96.36,2.55,93.28,7.21,91.55,7,4,4.89
1.36,77.93,4.14,57.42,8.55,68.68,5,3,4.10
4.14,99.00,3.44,92.84,8.04,65.20,5,1,4.95
4.67,80.99,4.15,89.79,8.52,87.09,10,1,5.00
3.12,60.57,4.56,68.03,7.92,46.57,9,4,4.48
3.48,90.14,3.08,56.29,5.59,90.36,8,4,4.46
5.19,96.66,3.25,82.93,5.56,60.61,1,1,5.00
1.69,71.36,2.75,63.98,7.54,93.49,4,0,4.05
5.02,81.37,3.97,58.30,6.67,47.98,10,3,4.74
4.82,59.32,2.71,78.96,7.33,73.49,2,3,4.16
1.26,72.73,3.17,72.91,5.10,36.68,2,2,3.82
0.75,67.79,2.69,74.45,6.84,71.90,9,4,3.47
1.21,73.79,3.54,96.31,7.49,87.94,3,4,4.20
1.03,82.99,4.48,86.59,7.65,50.68,0,1,4.32
4.77,61.70,2.14,54.93,6.56,72.65,5,4,3.71
2.20,69.50,2.06,51.05,8.82,88.30,10,2,3.53
3.30,64.01,4.44,93.70,8.19,96.08,0,4,5.00
2.86,72.61,4.65,58.89,8.34,88.12,7,4,4.89
1.23,55.40,2.32,53.67,5.25,37.63,5,4,3.01
3.61,91.23,3.68,84.65,7.24,39.67,7,3,4.73
2.70,82.53,2.55,67.92,6.80,57.67,4,4,4.03
5.40,75.87,4.05,92.99,7.40,74.46,6,0,4.89
1.82,76.69,4.67,51.53,6.63,52.37,2,3,4.22
0.74,57.58,2.73,54.36,6.22,72.93,4,1,3.11
4.28,85.16,4.57,93.49,7.32,51.69,10,2,5.00
5.49,80.08,3.15,85.96,8.77,78.37,9,1,4.79
2.78,80.90,4.28,66.76,6.43,98.62,9,3,4.88
1.60,87.68,2.41,95.17,7.18,72.68,3,1,4.11
0.58,66.90,3.84,51.78,8.51,99.78,8,0,3.56
5.02,80.31,3.58,50.93,5.70,98.97,5,2,4.49
1.80,63.50,3.54,94.85,8.13,76.49,5,3,4.19
1.37,63.62,2.17,78.60,8.91,94.40,7,4,3.57
4.30,93.25,2.21,73.11,5.12,99.06,10,1,4.35
3.77,74.28,2.61,97.03,6.66,42.27,6,1,4.06
3.85,72.31,3.40,50.79,7.81,55.74,9,3,4.05
2.93,84.02,4.38,79.42,6.33,83.07,10,1,4.78
4.32,88.33,3.15,59.59,7.19,80.59,4,1,4.40
5.44,76.18,2.63,89.50,5.09,42.74,7,1,4.48
1.07,79.94,3.06,86.91,8.64,40.01,10,4,4.00
2.38,90.13,2.44,77.19,7.57,58.23,3,4,3.93
2.70,63.66,3.21,79.84,8.97,53.62,0,1,4.07
2.49,61.02,3.54,59.85,5.39,71.56,2,2,4.09
1.14,60.46,2.37,93.26,8.45,53.23,7,2,3.50
1.37,92.93,2.45,92.84,6.46,35.73,4,2,4.03
1.55,65.39,2.32,59.07,5.36,65.74,1,3,3.32
2.78,78.72,3.09,50.92,8.41,39.81,4,4,4.03
2.93,59.09,4.65,67.31,6.16,57.59,8,3,4.33
3.05,86.02,3.30,50.08,7.28,88.09,9,1,4.32
1.96,70.09,4.10,74.35,5.71,64.92,8,3,4.30
1.03,88.21,3.07,91.93,6.50,46.46,9,0,4.06
3.42,84.79,2.70,87.37,7.16,92.13,1,1,4.55
2.16,72.08,4.73,93.84,6.48,38.92,10,3,4.70
2.30,98.16,3.25,95.85,6.12,82.28,2,2,4.73
4.60,81.19,2.53,57.21,8.72,94.49,0,1,4.47
5.45,82.85,2.80,50.21,6.79,47.36,9,4,4.17
4.48,62.26,4.38,90.07,6.64,61.65,3,1,4.78
4.39,90.16,3.87,84.09,6.18,56.68,9,4,4.83
2.70,55.60,2.90,94.48,5.14,43.38,3,0,3.78
2.00,76.74,3.33,72.30,8.71,85.65,9,0,4.01
3.32,90.82,2.20,80.88,8.86,91.31,8,3,4.25
3.22,84.16,2.13,82.70,7.43,51.79,0,0,3.78
3.17,76.21,3.98,63.61,5.85,50.64,2,1,4.19
1.65,60.28,3.71,57.33,6.42,37.32,6,3,3.75
1.92,82.80,3.31,97.39,5.03,49.28,7,3,4.39
4.96,83.84,2.62,88.29,5.76,85.67,7,1,4.49
3.20,56.35,2.58,56.74,7.86,38.07,1,3,3.40
3.85,94.08,4.57,83.12,7.96,73.49,6,1,5.00
4.62,96.23,2.27,53.82,8.78,85.50,7,4,4.17
3.74,95.89,2.93,95.09,5.97,68.54,3,0,4.94
3.09,73.21,2.81,82.12,5.83,81.07,0,2,4.34
5.47,72.66,3.78,90.77,5.35,44.93,0,1,4.81
0.74,70.96,3.01,79.68,6.11,69.20,9,0,3.65
3.79,82.30,4.44,67.78,5.07,41.60,5,1,4.61
4.03,57.98,2.01,77.78,7.26,76.12,10,3,3.43
4.41,73.51,4.03,85.34,5.65,54.79,3,1,4.47
2.70,85.17,2.43,81.54,6.69,92.96,9,3,4.37
2.83,91.56,4.53,51.65,6.69,64.36,7,4,4.68
3.43,96.39,4.66,61.54,7.08,73.27,7,4,4.86
4.92,75.92,2.20,53.61,7.14,90.82,2,0,4.00
3.64,92.48,3.25,84.12,8.21,89.56,8,2,4.70
0.83,70.51,2.74,92.00,5.41,91.93,5,4,4.11
0.62,99.50,3.83,79.91,6.68,65.82,10,0,4.13
1.36,56.23,2.75,84.65,6.09,35.94,10,4,3.42
5.10,56.21,4.47,69.05,5.83,77.98,4,1,4.79
3.42,87.78,3.32,92.11,8.34,82.09,6,3,4.69
2.75,98.73,4.12,86.03,5.08,41.44,5,0,4.88
2.77,82.66,2.87,54.30,5.37,45.73,9,0,3.62
2.64,73.88,2.96,98.84,5.60,79.64,2,3,4.23
3.28,65.18,3.57,51.38,6.81,46.37,8,3,3.98
2.78,57.68,4.20,98.64,6.23,77.50,6,2,4.36
1.88,97.67,3.37,98.96,8.98,54.05,1,2,4.71
2.34,61.36,4.05,69.66,7.29,86.40,6,4,4.16
0.68,64.56,4.36,83.24,7.96,54.04,6,2,4.20
3.51,79.68,4.71,99.39,8.72,64.60,9,3,5.00
3.34,67.39,2.89,76.00,6.68,55.94,9,1,3.89
2.10,57.28,2.88,76.92,5.21,88.00,2,4,3.72
4.08,81.77,3.07,52.78,5.80,65.33,9,1,4.11
2.80,94.62,4.04,96.72,5.10,45.35,10,4,4.84
0.88,59.45,3.68,56.03,5.84,80.76,8,0,3.37
2.11,72.14,4.49,55.05,8.70,58.75,7,3,4.31
3.69,95.38,4.08,99.77,6.09,79.86,4,1,5.00
0.68,80.14,2.57,86.83,8.93,89.97,8,0,3.89
1.58,90.73,4.51,84.35,7.21,89.14,2,3,5.00
2.34,63.41,2.46,53.90,7.02,76.79,7,0,3.57
3.26,75.66,3.60,59.36,7.90,50.67,2,1,4.09
2.00,87.81,2.17,98.94,5.74,95.58,0,3,4.08
5.26,61.39,4.00,53.30,8.47,49.20,2,1,4.33
0.74,90.07,4.55,75.30,8.32,35.81,6,1,4.55
0.75,57.87,3.86,64.27,8.98,72.32,2,0,3.90
3.30,63.31,3.71,90.47,7.25,38.12,1,0,4.42
0.80,74.70,2.03,56.05,5.07,99.73,3,0,3.05
1.18,97.01,3.09,87.98,8.52,87.85,6,4,4.40
4.68,82.36,2.44,61.41,5.64,64.71,7,0,4.23
5.07,75.58,2.96,83.07,7.74,89.11,4,2,4.97
2.95,98.05,4.25,90.82,7.04,71.12,1,2,4.97
3.41,84.89,4.39,77.21,8.81,67.19,5,1,4.71
4.17,59.14,3.98,63.81,6.05,60.77,0,3,4.26
4.19,58.05,3.06,60.38,7.44,70.35,0,3,4.02
1.41,92.36,2.89,78.03,5.75,95.01,9,3,4.38
4.92,80.75,2.39,91.89,5.19,91.27,1,0,4.32
2.17,75.19,4.60,89.57,5.29,57.50,5,4,4.60
1.54,84.45,4.52,73.96,6.41,36.52,8,3,4.26
3.98,65.23,2.82,78.38,8.46,69.01,9,1,4.03
1.74,57.05,2.56,99.86,7.38,69.37,6,3,3.60
4.81,62.23,4.33,68.87,7.84,71.49,6,3,4.70
1.75,85.79,3.00,87.29,5.07,39.38,4,0,3.75
3.74,85.64,3.73,81.66,7.50,71.86,8,4,4.67
3.61,73.37,2.71,50.27,8.22,94.88,10,1,3.89
1.98,64.20,2.77,71.79,8.53,53.64,6,4,3.75
0.54,76.80,2.16,79.80,5.42,50.42,0,0,3.21
2.60,82.46,3.39,97.05,6.49,42.84,0,3,4.58
4.21,67.60,2.35,95.47,8.82,75.98,10,2,4.10
0.87,88.99,2.61,52.93,6.35,93.77,6,2,3.13
5.04,96.57,4.77,96.65,6.63,86.84,0,2,5.00
3.63,85.84,2.50,66.70,5.11,47.32,7,0,4.12
3.12,72.54,4.63,94.34,7.46,55.93,5,0,4.63
4.45,59.14,3.83,53.35,5.89,62.02,9,2,4.34
3.30,64.98,3.30,88.40,8.12,83.06,0,4,4.44
1.43,55.68,3.41,92.22,6.92,45.14,8,0,3.64
1.25,99.49,3.81,58.79,8.79,53.13,0,1,4.16
4.38,90.32,2.51,99.29,6.98,83.57,6,3,4.49
2.07,92.90,3.58,99.10,8.78,81.35,4,4,4.82
0.93,93.56,2.98,61.20,7.44,67.26,1,3,3.83
3.07,66.83,2.40,71.18,8.60,70.04,5,0,3.93
4.03,83.32,3.41,64.82,6.80,80.17,10,2,4.50
1.64,99.45,2.10,78.32,6.20,69.45,2,3,4.02
4.09,72.77,3.19,90.64,5.40,89.18,3,3,4.73
2.82,74.94,3.24,56.00,7.22,68.77,10,1,4.01
0.98,72.62,4.57,84.96,5.41,68.40,6,4,4.50
3.57,93.40,2.50,84.65,5.26,48.13,5,1,4.40
4.62,58.95,3.17,92.71,5.71,77.48,10,0,4.21
1.85,56.90,3.68,76.34,8.82,75.58,0,1,4.08
4.90,96.51,4.50,73.89,5.21,37.59,1,3,5.00
5.49,56.13,2.53,95.55,6.31,60.10,4,3,4.42
1.93,92.64,3.65,58.83,5.74,68.31,7,3,4.43
2.24,87.47,3.17,62.56,6.52,42.34,2,2,3.98
0.78,99.50,3.98,72.89,5.28,40.95,1,4,4.46
0.61,63.14,3.98,76.03,6.55,85.03,8,2,3.92
4.19,95.94,2.66,61.27,7.26,78.53,0,3,4.38
3.00,76.68,2.20,80.18,5.84,99.09,1,2,4.15
1.03,72.38,4.76,85.47,7.51,35.41,5,3,4.41
2.36,74.97,3.56,78.43,7.26,56.63,5,2,4.18
1.56,60.34,4.45,96.57,7.44,99.93,10,1,4.39
1.11,82.03,2.41,78.75,7.12,72.76,9,0,3.64
2.12,55.66,4.23,95.04,5.15,53.42,2,4,4.08
4.36,56.37,3.10,50.89,8.70,55.02,4,3,4.02
3.96,66.61,4.68,62.08,6.35,67.37,6,0,4.65
0.57,62.38,2.56,65.94,8.27,91.33,1,4,3.66
1.15,87.77,3.80,50.09,6.27,42.73,0,0,4.07
2.87,85.53,2.06,54.07,5.74,85.61,7,0,3.59
1.64,70.69,3.81,92.56,8.35,54.17,10,0,4.13
4.23,97.33,3.77,69.58,8.00,78.49,7,0,5.00
5.36,74.47,4.59,63.48,6.68,43.27,6,2,5.00
2.72,76.24,3.90,56.69,7.89,91.78,9,4,4.29
2.11,81.75,3.75,71.12,8.20,35.42,1,1,4.07
0.93,64.22,3.27,53.70,6.61,52.17,5,3,3.30
1.01,87.08,3.51,54.01,7.24,72.06,7,2,3.85
0.97,83.39,4.05,84.28,8.58,96.04,6,3,4.47
4.01,71.65,3.52,83.97,5.13,56.87,5,3,4.15
1.30,89.36,4.58,60.09,7.22,84.78,4,3,4.63
2.06,57.51,4.67,72.33,5.25,66.17,1,1,4.42
5.16,69.62,4.07,85.74,5.20,64.87,8,3,5.00
1.69,59.28,4.16,82.35,7.19,67.25,9,1,4.17
2.00,71.65,2.82,95.81,5.50,38.11,5,0,3.66
5.42,64.53,4.55,95.56,8.75,68.39,4,0,5.00
3.06,84.46,2.01,66.93,5.09,62.40,4,4,3.89
2.98,89.35,4.43,85.14,5.09,64.11,2,1,5.00
5.00,82.24,4.28,79.47,7.54,54.67,9,2,5.00
4.80,88.87,3.67,70.06,5.11,45.38,5,2,4.74
2.37,66.37,4.24,69.46,5.86,35.90,6,3,4.00
2.41,82.24,2.32,70.78,8.55,92.98,5,2,3.66
2.76,99.05,2.41,94.70,8.96,96.57,7,3,4.35
1.26,97.77,2.31,77.68,6.38,94.32,7,3,3.86
3.99,70.76,3.68,88.73,8.51,36.96,7,3,4.36
4.74,99.21,4.17,95.37,8.19,83.92,4,0,5.00
3.92,96.70,3.63,98.51,5.19,56.57,6,2,5.00
1.77,74.26,2.91,94.68,8.16,89.13,3,3,4.02
2.25,75.15,2.73,75.84,7.41,88.40,1,2,4.01
4.45,94.54,4.17,52.50,5.35,71.76,3,0,4.84
3.29,87.43,2.89,90.19,7.90,81.19,6,1,4.45
2.20,72.59,3.78,76.61,8.31,95.80,8,2,4.34
0.84,89.02,4.29,58.99,5.15,79.55,10,2,4.22
3.00,65.83,3.16,58.52,5.55,94.10,7,4,4.04
1.14,97.60,4.49,67.91,7.86,55.99,0,3,4.59
4.38,72.12,4.29,95.34,5.74,95.47,9,0,5.00
1.17,71.01,4.49,50.52,8.30,55.09,4,3,4.01
5.16,68.13,2.01,95.06,7.81,62.10,2,2,4.01
1.22,66.41,2.83,89.97,5.60,92.11,1,3,3.87
4.28,74.98,4.27,76.14,7.20,93.30,2,2,4.93
0.75,63.19,3.36,59.00,6.21,79.34,4,3,3.42
1.61,84.11,4.34,89.11,7.83,36.77,4,1,4.39
1.80,66.54,3.63,90.78,7.34,68.09,4,1,3.77
4.93,93.34,3.24,97.86,8.56,50.41,2,1,4.88
3.46,92.22,4.40,61.62,6.39,58.84,8,4,4.90
3.78,69.90,2.42,91.74,6.48,92.03,10,0,4.12
1.09,76.84,2.71,66.12,5.52,62.54,7,1,3.38
1.59,58.75,3.71,54.73,7.75,72.81,2,1,3.87
1.95,92.55,2.37,69.74,6.31,72.05,7,3,4.18
3.84,93.12,4.72,56.97,6.84,44.18,8,4,4.90
0.95,86.51,2.35,60.58,5.98,50.03,5,0,3.51
3.91,80.89,3.48,80.39,8.15,77.19,10,0,4.61
1.91,63.88,3.08,65.74,7.10,59.86,4,3,3.92
4.81,66.74,3.59,97.54,6.76,91.41,0,3,4.97
2.37,80.76,4.44,66.38,8.93,51.76,0,0,4.45
5.30,60.38,2.02,87.55,6.57,42.65,2,4,3.82
3.93,98.15,3.53,57.67,8.10,44.01,8,1,4.69
0.82,69.77,2.50,74.07,7.85,50.02,4,3,3.38
4.93,60.72,3.63,83.01,6.74,74.22,3,1,4.50
1.22,59.62,3.84,85.81,8.87,84.45,3,1,4.27
1.25,85.11,3.38,66.38,8.17,87.53,6,2,3.97
1.86,74.45,3.96,61.88,8.37,90.17,9,1,4.44
4.62,98.50,3.78,57.14,8.60,88.37,1,3,5.00
4.74,73.05,3.36,81.17,6.36,50.63,5,0,4.32
1.76,77.38,4.78,98.69,5.63,98.71,2,1,5.00
4.63,68.31,3.77,70.78,8.47,77.17,2,0,4.51
3.85,58.34,4.30,88.91,8.98,86.91,0,0,4.89
4.83,66.03,4.80,50.51,7.95,90.10,2,4,5.00
3.25,69.54,3.42,84.19,5.27,42.12,10,2,4.13
0.60,74.79,4.19,71.68,8.44,35.59,9,3,4.00
3.28,67.61,3.04,50.36,7.81,58.39,7,4,3.78
1.01,91.86,4.48,74.21,8.23,64.44,3,1,4.68
4.43,84.93,3.96,75.15,5.43,92.34,5,2,4.74
1.62,91.67,4.08,59.05,6.87,76.94,3,2,4.34
2.18,81.63,2.17,79.95,6.62,92.16,1,3,3.88
1.72,92.76,3.77,56.33,7.35,80.49,5,1,4.19
5.06,57.23,3.19,61.45,8.00,36.67,0,1,4.35
1.83,77.00,4.77,82.68,5.03,62.01,1,4,4.62
4.65,60.62,3.01,58.06,8.87,91.62,4,3,4.61
4.58,72.07,3.37,59.35,8.10,82.48,4,0,4.47
4.88,79.83,3.73,95.81,5.77,80.79,6,0,5.00
5.12,89.28,2.68,92.64,7.66,88.87,6,3,4.89
4.10,75.75,2.44,66.76,5.02,70.19,7,4,4.04
0.66,83.59,3.68,96.83,7.88,97.40,5,2,4.53
4.95,68.33,3.55,74.32,7.63,40.52,8,2,4.28
0.57,87.67,3.87,63.95,8.57,80.65,1,3,4.21
3.84,92.27,4.58,64.45,7.88,60.88,9,4,4.97
1.98,64.25,3.80,99.66,8.10,61.19,6,4,4.17
0.91,81.08,2.26,82.74,7.10,95.64,0,1,3.77
2.09,68.93,2.54,96.71,5.85,76.52,7,1,3.82
3.02,74.47,4.07,80.08,8.27,52.40,7,1,4.31
4.72,83.94,2.29,59.13,8.98,60.07,7,0,4.25
0.96,86.83,3.87,77.62,5.62,57.73,6,0,4.02
2.06,81.77,4.62,99.95,5.60,61.45,6,3,4.85
4.05,81.34,3.35,51.85,7.82,35.01,3,3,4.13
5.38,62.05,2.09,61.21,6.63,81.87,0,4,4.29
1.73,84.37,3.13,97.08,7.52,69.07,5,4,4.31
2.48,60.91,4.33,92.51,8.19,77.28,9,0,4.52
4.84,60.59,2.33,96.73,5.09,80.49,2,4,4.32
0.50,75.47,3.35,81.65,5.62,69.79,5,0,3.80
2.13,93.07,3.24,62.17,6.26,95.34,4,4,4.06
2.77,86.04,3.24,64.77,8.66,68.00,5,0,4.05
1.83,56.59,2.99,79.64,6.46,45.78,6,2,3.67
0.79,92.72,3.07,55.21,7.90,67.44,1,1,4.13
2.77,96.78,4.72,90.97,8.48,61.49,1,1,5.00
3.61,83.19,4.69,76.50,7.09,88.35,10,3,4.82
5.20,87.67,4.75,67.70,7.59,82.89,4,2,5.00
1.19,61.60,3.88,53.96,8.47,45.35,9,1,3.83
0.62,94.56,2.13,98.17,7.51,83.58,5,2,3.88
0.64,61.80,4.42,84.22,6.44,37.43,2,2,4.13
4.72,64.14,3.16,93.61,7.27,40.05,10,1,4.63
1.51,94.86,2.15,93.40,8.76,76.07,5,3,3.97
1.76,97.09,2.71,61.69,7.17,93.86,0,0,4.13
2.62,89.32,2.71,95.41,6.52,61.92,5,2,4.13
1.74,61.92,2.15,66.37,7.63,86.40,3,4,3.48
3.03,69.10,2.04,67.83,7.34,36.78,6,2,3.43
1.43,68.86,3.43,76.72,6.87,84.20,2,3,3.92
2.08,91.84,3.45,64.54,5.69,59.17,2,3,4.53
5.02,65.84,2.58,74.91,5.05,62.88,9,1,4.13
4.81,92.85,3.05,75.16,7.75,54.20,10,2,4.44
1.20,98.04,2.63,55.49,5.86,74.40,5,2,3.88
2.45,80.46,2.76,84.22,7.61,92.37,7,1,4.16
1.45,79.84,3.23,76.63,7.21,67.21,5,1,3.98
3.76,55.93,2.95,97.75,8.42,59.38,3,3,4.45
2.78,82.53,4.01,75.56,8.94,82.75,2,4,4.91
5.15,57.94,3.58,98.08,5.88,84.41,6,0,4.62
2.77,74.05,4.56,67.52,6.13,52.23,4,2,4.52
5.41,88.41,3.32,80.48,8.53,61.01,9,1,4.80
1.87,58.34,4.73,66.74,8.03,44.94,10,3,4.25
2.79,59.50,2.98,69.24,8.51,39.46,6,4,3.57
3.51,56.21,2.24,64.95,6.66,65.59,8,1,3.71
2.70,69.94,4.12,79.43,8.40,78.18,7,4,4.69
4.27,79.10,2.43,91.60,7.15,61.01,8,2,3.97
4.88,91.17,4.57,62.14,5.16,35.19,3,0,4.88
0.53,96.25,3.43,77.77,5.89,92.35,0,4,4.16
0.84,93.17,4.78,99.02,7.94,71.77,6,3,4.93
2.54,86.18,2.37,61.51,7.35,41.80,8,1,3.99
