habitantes,area_m2,neveras,lavadoras,televisores,computadores,horas_aire_dia,horas_iluminacion_dia,consumo_mensual_kwh
6,85.64,1,0,1,2,0.00,8.53,204.78
4,68.38,2,1,1,4,0.00,6.62,272.62
3,78.94,1,1,3,3,0.00,8.39,181.73
5,112.81,1,2,4,2,0.00,6.60,200.23
6,107.64,2,0,4,2,0.00,5.79,279.65
5,81.06,1,1,2,3,0.00,2.20,182.96
3,63.86,1,0,3,1,4.14,6.68,242.43
1,30.00,2,2,1,3,5.82,5.65,295.23
4,99.04,1,0,1,3,2.00,6.48,218.54
2,83.45,2,0,3,0,0.00,4.72,171.27
3,79.08,2,0,4,3,0.00,3.92,220.39
1,32.94,2,0,0,0,0.00,2.83,97.64
5,142.59,2,0,2,1,6.05,3.05,350.85
4,67.63,2,1,1,2,0.00,6.49,183.53
6,108.16,1,2,1,0,6.42,2.44,332.49
6,101.36,1,0,0,0,0.00,7.68,169.31
1,63.61,1,0,4,1,0.00,2.03,114.83
3,104.47,1,1,1,3,0.00,4.77,144.57
2,30.00,2,2,1,3,2.03,4.10,246.22
4,44.46,1,2,4,0,1.97,3.02,185.68
2,46.81,2,2,4,3,0.00,3.59,197.52
3,77.17,2,0,1,3,0.00,3.65,220.23
5,106.29,1,1,3,4,0.00,2.96,257.80
6,121.99,1,0,4,1,0.00,6.67,220.78
2,79.35,1,1,3,1,0.00,2.69,191.31
1,57.45,2,0,4,2,0.00,7.77,182.54
2,72.06,1,1,4,1,5.18,6.50,304.37
5,126.65,1,1,3,0,0.00,5.43,169.44
2,55.17,2,1,3,2,0.00,7.43,209.23
3,59.41,2,1,4,2,0.00,8.16,220.47
6,101.20,1,1,4,0,2.70,6.55,284.91
5,112.60,1,0,2,3,0.00,7.46,166.68
2,89.45,2,0,2,1,5.96,2.90,281.05
3,86.70,2,1,3,1,0.00,4.45,201.17
5,61.51,2,2,1,4,0.00,2.70,215.59
4,106.98,1,1,0,3,0.00,6.60,198.16
6,137.60,2,0,0,3,0.00,7.97,223.25
6,107.59,2,0,0,4,0.00,2.99,269.33
1,58.82,2,1,2,0,1.14,3.98,144.73
3,84.48,1,0,4,4,0.00,7.95,249.41
3,56.67,1,0,4,3,0.00,7.14,157.10
3,97.22,1,2,4,3,0.00,8.64,224.30
5,113.97,1,1,2,4,0.00,2.61,200.44
3,63.36,2,1,3,3,0.00,4.24,160.99
6,163.42,2,1,2,1,1.37,7.65,316.17
6,95.52,1,0,4,0,0.00,8.16,209.83
3,65.90,2,0,3,3,5.04,3.47,315.95
6,112.62,2,1,1,4,0.00,3.82,242.47
2,54.35,2,1,4,3,2.47,4.17,268.90
4,73.04,2,2,1,2,0.00,6.16,199.17
5,108.99,1,2,3,4,5.08,6.34,385.29
6,139.00,1,0,1,4,0.00,4.47,195.24
4,73.56,2,2,1,0,4.36,5.12,296.22
4,73.94,2,1,4,0,5.53,3.10,303.66
6,129.87,2,1,3,1,1.02,8.28,296.01
2,49.60,2,1,1,2,0.00,6.71,183.46
6,129.43,1,1,4,3,1.06,5.24,220.34
1,52.20,1,1,1,4,0.00,4.77,177.63
6,165.48,2,2,3,3,0.00,8.27,295.11
5,93.75,1,1,4,2,6.18,4.71,350.94
5,114.15,2,0,3,2,0.00,4.81,226.31
5,90.42,1,0,0,1,0.00,4.30,180.35
5,104.66,2,1,0,1,4.42,6.04,323.51
3,114.49,2,2,4,4,5.22,8.09,434.55
4,95.90,2,0,0,1,0.00,5.95,201.40
5,116.33,1,1,1,3,5.33,2.87,374.43
3,101.37,1,0,2,3,0.00,8.55,172.19
6,106.35,2,1,1,4,5.47,4.31,423.99
1,67.46,1,1,4,1,0.00,3.00,91.90
3,33.85,2,2,3,1,0.00,6.71,203.03
1,40.45,1,1,1,1,5.14,8.73,234.49
5,124.66,2,0,1,3,6.56,6.36,414.68
3,61.07,2,1,0,4,3.71,6.20,298.76
3,81.66,1,2,1,1,0.00,7.79,143.19
6,79.43,1,1,3,3,4.96,6.07,380.47
6,120.28,1,2,1,4,0.00,3.94,202.98
4,75.58,2,0,3,1,0.00,8.15,188.93
3,115.26,2,2,2,2,0.00,2.83,175.29
5,59.09,1,2,0,0,0.00,5.97,147.06
2,63.35,1,2,3,2,0.00,3.95,158.30
2,56.27,2,2,4,0,5.58,8.85,354.52
4,72.29,1,0,4,0,0.00,5.07,189.47
4,110.99,2,2,1,3,0.00,6.04,225.64
6,92.93,2,2,0,0,0.00,6.38,211.98
6,113.81,1,1,4,1,0.00,5.46,174.58
6,132.96,2,0,0,2,0.00,5.76,191.74
3,69.29,2,1,2,1,1.27,7.81,237.18
1,68.85,2,2,4,4,0.00,5.12,184.22
6,86.24,2,1,3,4,0.00,7.74,263.32
4,81.64,1,2,4,3,0.00,5.86,191.36
6,121.42,2,2,1,3,2.91,4.77,341.12
1,51.50,1,1,1,0,0.00,3.61,86.19
3,79.59,1,2,4,4,0.00,5.23,240.70
3,59.20,2,2,3,1,0.00,4.29,185.71
3,75.04,1,1,1,4,0.00,2.36,129.19
5,71.59,2,2,1,1,0.00,8.67,196.49
2,58.66,1,2,0,1,0.00,3.36,109.19
5,97.25,2,2,3,4,0.00,5.93,257.63
1,78.67,2,1,4,1,0.00,5.32,189.92
2,30.00,2,1,0,3,0.00,3.13,140.43
6,113.40,2,2,0,3,0.00,5.80,244.09
6,103.14,1,2,2,3,5.85,7.00,409.61
2,57.47,2,1,0,4,0.00,8.12,183.21
5,104.80,1,1,4,1,0.00,6.69,186.60
1,54.30,1,0,2,3,0.00,4.86,134.71
4,85.90,2,2,2,1,5.20,6.54,357.93
4,91.98,2,2,1,4,5.99,7.57,392.75
2,62.03,2,1,0,0,0.00,2.93,94.19
6,85.39,1,2,2,2,0.00,3.32,208.59
6,149.39,2,2,1,4,6.05,3.89,425.17
2,75.93,1,1,1,2,0.00,3.76,113.25
5,105.33,1,2,0,3,0.00,4.35,170.31
5,114.81,1,1,0,1,0.00,7.17,200.93
5,121.98,2,1,0,1,0.00,2.55,203.67
4,60.16,1,0,2,2,1.55,7.42,192.26
1,37.11,1,2,1,4,0.00,7.84,161.31
5,114.59,2,1,1,3,0.00,3.35,179.18
4,83.46,1,0,2,1,0.00,6.75,129.34
5,95.81,2,0,3,3,3.72,5.18,352.59
5,139.83,1,2,3,1,0.00,2.24,167.43
1,56.00,1,1,0,4,0.00,6.27,159.78
5,71.65,2,2,4,1,0.00,5.04,209.98
5,104.04,1,1,3,2,0.00,2.76,190.13
5,85.03,1,1,0,1,0.00,3.27,113.03
1,31.81,1,0,1,4,2.11,2.86,199.70
4,84.45,1,0,1,0,0.00,8.20,101.28
6,109.21,2,0,1,4,0.00,5.69,240.31
1,30.11,2,1,4,0,0.00,4.55,144.52
2,54.01,2,0,0,0,0.00,5.94,130.67
2,53.29,2,2,4,2,0.00,7.26,241.87
6,158.64,2,1,2,1,0.00,5.00,259.32
4,101.44,2,1,4,0,0.00,8.12,239.24
5,113.62,2,0,4,3,1.01,8.84,271.79
1,53.20,1,2,2,2,0.00,2.73,143.63
6,133.83,2,2,3,4,0.00,6.13,282.04
6,72.78,2,2,4,2,0.00,4.63,238.03
5,73.05,2,1,4,2,4.73,5.76,407.64
5,137.84,1,2,1,3,0.00,9.00,221.05
4,83.34,2,1,4,1,0.00,3.42,198.55
1,38.81,2,0,4,4,0.00,2.05,176.87
4,72.28,2,1,3,0,0.00,4.49,198.94
1,30.00,2,1,4,2,0.00,7.88,199.46
4,77.17,2,0,0,4,0.00,6.41,186.50
5,74.21,1,2,1,1,0.00,2.34,144.24
4,81.46,1,2,2,4,0.00,6.98,248.34
2,72.87,1,1,0,2,0.00,2.98,113.90
4,98.50,1,1,1,0,0.00,4.01,127.82
1,39.64,2,0,1,3,0.00,2.06,156.83
2,74.79,2,1,1,2,0.00,7.69,177.98
4,53.01,1,2,2,2,0.00,4.53,178.05
2,79.78,2,2,0,4,1.15,8.40,211.53
3,65.87,2,0,4,1,0.00,2.14,178.57
5,115.82,2,0,2,1,0.00,2.27,190.82
6,130.83,1,1,4,1,3.97,6.84,325.16
3,98.45,2,1,2,3,0.00,6.34,227.84
3,52.34,2,1,1,4,0.00,3.94,201.49
3,54.32,2,0,3,1,0.00,8.78,185.83
3,77.06,1,1,3,0,5.47,8.18,286.96
5,80.90,1,0,1,0,4.44,6.44,262.56
6,114.78,1,0,4,3,0.00,9.00,251.48
5,120.60,1,2,0,4,4.93,5.34,318.64
6,132.58,2,1,4,1,0.00,7.95,217.42
1,68.23,2,1,4,4,0.00,5.83,163.39
1,49.77,1,2,3,0,0.00,7.93,109.96
1,53.07,2,1,2,4,2.41,8.43,302.74
1,67.09,2,2,0,1,4.22,6.23,290.55
5,100.60,1,1,4,2,0.00,2.25,203.76
4,41.55,1,1,2,0,0.00,5.06,120.26
2,41.82,1,2,0,1,0.00,3.50,134.63
1,41.80,2,1,4,2,0.00,6.40,185.17
4,72.41,1,1,2,2,2.50,7.57,232.50
4,80.94,2,0,4,0,0.00,2.47,199.22
2,49.31,1,1,1,1,0.00,3.01,58.01
2,85.39,1,1,1,4,0.00,3.49,178.57
1,45.45,2,2,4,3,0.00,8.82,216.76
6,95.79,1,2,1,1,0.00,7.84,208.02
2,75.46,2,0,2,3,0.00,6.36,169.39
3,110.86,1,2,3,3,1.36,8.03,264.14
2,68.35,2,0,3,2,0.00,8.34,184.39
3,87.55,1,1,3,1,0.00,3.09,149.63
6,135.30,1,0,1,2,3.79,3.43,283.96
6,120.98,1,2,2,4,0.00,8.38,277.18
4,42.90,1,2,4,1,0.00,6.32,206.99
5,96.37,2,0,1,2,0.00,4.32,206.12
5,110.52,2,0,3,2,3.53,5.86,336.57
2,57.63,2,2,1,1,1.66,5.27,217.28
1,56.11,1,1,3,1,0.00,7.12,152.87
1,64.08,1,2,4,3,0.00,6.40,143.54
2,36.72,2,0,4,2,0.00,5.02,220.21
6,134.88,2,2,1,4,0.00,5.33,271.62
4,104.40,1,2,0,1,4.63,8.55,303.17
6,126.55,2,1,4,2,0.00,5.60,248.88
2,76.46,1,1,2,0,6.43,2.49,251.97
4,55.25,2,0,1,0,1.75,4.57,218.11
3,126.37,1,2,2,4,0.00,8.01,216.46
5,90.66,1,0,0,2,0.00,8.49,147.75
5,86.71,1,1,2,0,0.00,6.00,173.99
1,40.94,1,0,3,1,4.52,6.21,265.70
5,100.90,1,1,3,2,3.87,7.29,295.68
6,103.88,1,0,3,0,1.56,4.29,228.16
4,133.35,1,2,1,1,0.00,6.57,184.40
6,115.18,2,2,4,2,0.00,2.34,213.19
2,31.41,1,1,4,1,6.96,3.53,337.27
6,84.16,1,0,4,0,0.00,2.10,108.57
4,75.96,1,1,4,4,0.00,8.98,237.51
1,73.92,1,2,1,2,2.03,6.63,200.81
6,107.88,1,0,2,1,3.12,6.68,292.36
4,69.16,2,2,1,4,0.00,2.77,227.54
6,114.36,2,2,0,2,0.00,8.73,254.58
6,102.10,2,1,3,3,0.00,3.08,213.88
5,128.46,2,0,2,4,0.00,3.38,219.53
3,78.58,2,1,3,2,0.00,8.95,210.95
5,106.80,2,1,3,0,0.00,6.00,201.84
4,90.31,1,2,3,2,0.00,8.36,165.99
4,83.65,1,2,4,3,0.00,5.62,189.59
5,100.23,2,0,4,4,0.00,4.88,265.96
3,93.85,2,1,0,1,0.00,4.08,141.39
3,58.62,1,2,3,3,5.58,7.01,332.28
5,95.39,2,1,3,4,0.00,5.46,265.61
1,55.44,2,2,4,4,0.00,4.21,174.50
1,39.31,2,0,1,2,1.82,7.84,245.78
1,65.52,2,2,0,2,0.00,7.74,146.09
4,100.78,1,1,3,1,0.00,6.98,168.20
5,85.15,2,1,2,4,4.16,2.17,360.82
3,72.68,1,1,0,3,0.00,4.31,183.65
4,100.28,2,1,1,0,0.00,2.62,190.24
1,43.19,2,0,4,0,4.73,4.81,272.91
5,85.18,1,1,2,3,0.00,2.20,146.18
2,40.53,2,2,0,0,5.95,3.56,289.79
3,111.09,1,1,2,0,2.55,4.08,185.24
4,68.18,1,2,1,3,0.00,5.46,192.76
1,64.55,2,2,4,0,5.32,6.22,309.61
3,67.92,2,2,0,0,0.00,8.98,159.44
3,61.30,1,2,2,1,0.00,8.62,184.43
3,63.08,2,1,2,4,0.00,3.60,191.24
6,88.71,1,0,1,1,0.00,7.87,197.43
6,138.23,1,1,3,1,0.00,7.63,223.68
5,97.30,2,2,2,1,0.00,4.45,201.25
2,54.69,2,1,2,3,0.00,2.90,153.96
6,122.18,1,2,0,1,0.00,7.27,207.78
2,74.69,2,1,2,0,0.00,5.17,179.05
4,60.75,1,1,2,3,0.00,7.76,185.61
3,69.58,1,0,3,3,3.19,2.14,291.12
4,48.15,2,2,3,2,0.00,2.00,165.00
4,72.18,1,1,2,3,6.49,4.20,348.40
4,104.92,1,1,1,0,3.83,5.87,236.54
4,110.75,2,2,1,2,6.59,8.21,406.13
3,63.21,1,1,0,1,5.43,7.32,268.57
6,123.21,1,2,2,2,0.00,8.15,204.37
6,126.93,2,2,1,0,0.00,7.12,205.84
1,56.94,1,2,0,2,0.00,3.03,145.57
6,136.63,2,0,1,0,0.00,2.97,206.50
5,98.52,2,1,1,1,0.00,6.45,203.13
2,69.33,1,0,2,2,0.00,4.92,109.05
2,57.14,2,2,2,3,0.00,6.08,233.12
1,53.43,1,0,4,1,0.00,2.17,93.11
6,91.82,1,1,3,4,0.00,5.21,217.94
3,38.34,2,0,4,0,4.20,6.36,281.74
6,116.19,1,2,0,3,0.00,6.63,242.35
2,58.31,2,1,0,1,4.07,4.73,273.89
3,68.07,1,0,4,3,0.00,8.69,182.80
1,30.00,1,1,0,1,0.00,7.57,99.24
6,95.26,1,0,0,2,3.22,7.84,282.60
3,91.68,2,2,0,2,0.00,2.44,142.61
5,105.49,2,2,4,1,6.29,5.92,424.45
4,107.13,2,1,4,4,0.00,5.16,268.55
2,47.84,2,2,3,3,0.00,6.20,190.60
5,67.95,1,1,0,1,0.00,4.86,146.31
1,30.00,2,1,2,3,3.79,4.13,240.14
5,130.77,2,1,0,1,0.00,6.06,229.26
4,69.74,1,1,3,3,3.79,8.59,322.98
3,76.24,1,1,4,1,0.00,4.50,189.40
4,67.45,1,0,1,2,3.97,5.82,249.06
2,59.50,1,2,0,3,0.00,8.14,156.94
1,37.73,1,0,2,0,0.00,3.22,84.65
2,67.14,1,2,2,2,0.00,7.47,166.48
5,96.67,1,2,2,3,2.13,8.84,304.48
1,34.43,1,1,3,1,0.00,2.20,114.66
6,110.24,1,0,2,3,0.00,4.90,173.41
6,113.68,1,2,3,0,0.00,6.91,218.38
6,96.00,1,0,0,2,0.00,4.33,195.75
4,95.19,2,2,3,4,0.00,5.83,244.65
4,98.67,1,1,3,3,0.00,2.17,184.96
4,86.32,1,1,0,0,2.34,8.37,186.23
3,46.75,1,0,0,0,0.00,6.51,102.21
6,76.74,1,0,1,0,0.00,8.94,126.26
1,30.00,2,0,0,2,0.00,2.68,117.83
2,87.01,2,0,1,3,0.00,8.03,211.26
2,81.03,1,1,1,3,0.00,4.56,169.58
2,97.56,2,2,1,0,4.77,2.63,300.91
3,75.38,1,2,1,3,0.00,7.97,176.23
4,58.14,1,1,4,2,0.00,4.02,199.98
2,57.14,1,0,0,0,5.36,5.98,287.94
2,96.10,2,2,3,3,0.00,3.25,193.97
5,106.75,2,1,1,3,2.88,4.63,300.42
1,46.15,1,2,0,0,0.00,5.79,120.72
4,92.99,2,2,1,4,0.00,4.58,244.95
3,90.59,2,1,3,2,0.00,3.97,181.68
1,30.00,1,1,0,3,0.00,8.52,120.52
5,96.60,2,0,4,2,0.00,5.14,224.93
5,84.80,1,2,3,3,5.20,4.87,333.29
3,63.34,1,1,3,0,0.00,4.07,127.08
1,76.82,1,0,2,4,0.00,2.25,132.88
2,67.88,1,1,3,1,0.00,8.49,144.60
6,95.47,1,1,1,0,0.00,8.75,184.88
6,108.39,1,2,1,4,0.00,6.26,242.93
5,95.40,1,2,2,1,4.69,3.49,277.97
4,83.28,2,0,0,0,3.32,4.48,234.34
1,30.00,2,0,0,4,0.00,2.06,197.25
1,66.50,2,2,0,3,0.00,3.33,192.45
2,41.05,2,2,3,4,0.00,7.01,239.12
3,58.14,2,2,4,1,0.00,7.17,231.64
5,124.12,1,0,2,1,0.00,8.62,175.33
1,45.02,1,2,2,0,0.00,3.70,100.79
2,30.56,1,0,3,2,5.50,3.46,274.56
3,83.67,2,1,1,1,6.18,2.62,327.83
6,94.66,2,1,4,2,6.30,3.94,435.11
2,57.83,2,2,2,3,0.00,2.13,185.72
2,80.55,2,2,0,2,0.00,5.95,167.78
4,89.08,1,2,1,0,0.00,3.14,141.45
3,110.81,2,1,0,0,0.00,4.96,194.88
1,34.84,2,2,3,3,1.66,4.95,233.83
1,69.40,1,1,4,0,0.00,5.64,120.12
3,79.16,2,1,1,2,0.00,5.74,188.59
1,59.83,1,2,2,4,0.00,7.61,210.57
3,71.23,2,0,0,3,0.00,2.71,168.21
2,47.95,2,1,3,0,0.00,4.94,212.42
4,88.73,1,1,4,1,0.00,3.90,166.62
1,43.00,2,0,1,4,0.00,3.45,164.24
2,54.08,1,2,4,1,0.00,7.85,162.82
5,70.24,2,0,2,3,6.73,2.15,358.50
2,65.29,1,0,2,3,0.00,2.64,175.80
2,30.00,2,2,0,1,0.00,3.06,140.08
5,143.63,1,1,4,3,1.61,5.17,239.14
3,74.01,2,1,4,2,2.70,4.16,246.05
3,46.43,1,0,4,1,0.00,8.97,127.92
4,90.62,1,1,0,2,0.00,6.02,181.74
5,99.12,1,0,1,0,0.00,7.18,76.67
3,85.33,1,1,1,3,0.00,8.51,160.24
4,66.20,1,2,0,2,0.00,4.94,201.68
2,47.02,1,0,4,1,0.00,2.37,119.69
4,129.72,2,2,4,0,0.00,3.41,221.53
1,44.23,2,0,1,0,0.00,2.17,122.96
4,98.22,2,2,4,4,3.87,3.47,332.79
2,40.00,1,0,4,3,0.00,8.48,150.56
2,93.83,1,0,1,0,0.00,3.90,97.09
3,50.87,1,2,0,0,0.00,8.88,114.13
6,60.04,2,1,0,2,0.00,5.87,215.85
5,88.41,1,2,3,2,0.00,5.53,210.47
5,86.71,2,0,2,4,0.00,7.08,276.59
2,42.03,2,1,3,3,0.00,3.30,207.00
4,92.79,1,2,1,1,0.00,8.08,199.48
5,65.64,2,0,3,3,0.00,7.80,167.39
2,69.76,2,0,4,3,0.00,8.97,201.82
1,56.19,2,1,4,0,0.00,5.95,169.51
6,119.58,1,0,3,1,0.00,2.12,225.03
1,42.13,2,1,4,2,4.49,8.17,308.49
6,161.52,2,2,0,3,0.00,3.13,203.47
5,90.58,1,0,4,3,0.00,6.79,197.67
5,96.16,1,0,1,1,5.65,5.56,315.12
2,53.94,1,2,0,0,0.00,8.66,118.28
6,99.17,1,0,0,0,2.82,3.83,205.40
6,83.04,2,2,3,2,0.00,6.27,248.72
4,93.44,1,1,4,2,6.80,3.32,389.89
5,96.24,1,2,2,4,0.00,2.33,176.25
1,79.38,1,2,1,3,0.00,2.51,138.87
6,125.32,1,1,2,1,0.00,4.47,223.59
3,60.30,2,0,0,4,0.00,8.05,189.64
4,98.66,2,0,3,0,0.00,6.17,177.88
1,41.87,2,2,1,2,0.00,6.98,199.05
1,57.05,2,0,2,3,4.35,2.13,313.85
6,102.42,2,2,0,4,2.79,6.38,354.39
5,123.79,1,0,1,4,6.98,7.63,376.21
5,101.82,2,2,1,4,3.55,8.18,310.81
2,60.31,2,2,3,2,5.82,2.74,299.38
5,89.95,2,0,2,1,2.53,4.61,251.77
4,81.62,1,2,4,4,0.00,8.68,250.63
5,90.18,2,1,2,2,0.00,4.35,204.40
3,93.39,1,2,2,1,0.00,4.85,158.44
5,116.46,2,2,0,2,0.00,2.20,219.28
5,86.78,1,2,3,4,0.00,6.31,197.81
4,119.82,1,2,3,2,0.00,3.57,222.65
2,77.16,1,0,2,2,0.00,7.47,145.42
2,47.67,1,1,1,3,0.00,5.36,126.03
2,48.49,2,1,2,0,0.00,8.63,179.61
2,64.80,2,1,1,2,0.00,5.46,146.13
2,48.03,1,2,2,4,5.90,8.61,349.30
4,99.23,2,0,3,1,0.00,6.27,202.82
1,31.12,2,1,2,2,0.00,8.30,178.00
4,76.01,1,1,4,1,0.00,5.15,216.96
1,34.92,2,1,3,4,0.00,4.10,187.84
5,77.38,2,0,4,0,3.76,2.70,300.74
2,86.20,2,1,3,4,6.08,5.88,399.33
3,70.10,1,2,1,0,4.88,2.71,248.50
5,120.69,1,2,0,2,0.00,2.46,193.93
4,88.83,2,2,4,0,0.00,3.25,193.49
4,94.04,2,0,4,0,0.00,8.68,159.91
3,65.39,2,0,3,2,0.00,2.37,154.79
5,38.43,2,0,1,2,5.38,4.29,327.71
6,124.93,2,2,4,0,0.00,3.30,222.69
6,120.61,2,2,0,4,0.00,4.66,270.92
4,90.91,1,2,2,4,0.00,2.50,179.06
3,78.35,1,0,1,0,0.00,4.72,114.57
4,93.30,2,0,0,3,5.80,5.95,390.06
4,77.45,1,2,4,2,0.00,3.46,177.34
2,77.34,2,0,2,0,6.69,6.39,346.13
3,72.43,1,2,4,2,0.00,5.96,212.06
4,98.61,1,0,4,3,2.05,6.28,331.20
4,82.64,2,2,4,3,0.00,5.72,268.57
3,60.35,1,1,2,4,1.97,2.27,197.64
5,127.22,2,0,0,0,0.00,8.48,195.70
2,58.56,1,0,3,4,0.00,4.36,170.84
1,45.10,2,2,3,3,0.00,7.72,189.31
4,115.49,1,0,4,1,0.00,4.22,174.14
5,133.70,1,1,0,2,4.11,3.30,278.15
1,43.01,1,0,2,3,0.00,7.87,167.91
6,156.01,1,1,3,3,0.00,7.25,232.08
4,51.85,1,0,0,3,2.88,4.94,206.40
5,101.15,2,1,2,2,0.00,7.06,203.36
2,52.31,1,0,0,2,0.00,7.60,131.45
4,103.22,2,0,3,0,0.00,4.82,152.40
4,70.97,1,0,4,4,0.00,5.93,203.98
1,61.60,1,1,3,1,0.00,8.26,160.74
4,86.82,1,1,4,2,0.00,2.22,239.69
2,56.35,2,0,3,4,0.00,5.88,235.40
1,42.77,2,0,0,4,0.00,2.43,166.46
3,81.61,1,0,0,2,4.33,2.34,255.02
4,66.40,2,0,3,2,0.00,5.84,235.62
6,108.50,1,0,4,0,0.00,2.88,172.93
2,53.20,1,2,0,0,0.00,8.57,139.29
2,72.80,2,0,2,0,1.18,2.16,217.64
4,105.54,1,2,3,1,0.00,2.15,152.35
1,46.75,2,2,2,2,0.00,6.45,159.64
6,133.52,2,2,2,0,0.00,2.19,193.29
6,131.06,1,2,4,4,0.00,3.50,242.44
5,86.15,1,2,3,3,0.00,8.21,210.48
1,30.00,1,1,4,2,0.00,8.93,178.65
6,141.63,1,0,3,3,0.00,4.41,231.82
3,103.16,2,2,4,3,0.00,8.14,241.97
3,60.02,2,2,3,3,0.00,7.58,226.58
4,88.83,2,1,0,0,0.00,2.33,205.39
2,59.56,2,2,2,3,0.00,7.52,227.55
5,44.90,2,1,4,1,0.00,6.22,209.35
5,67.08,2,1,0,1,0.00,2.62,167.38
3,66.81,1,1,1,0,0.00,7.07,117.99
5,103.59,1,1,0,4,1.62,7.80,263.55
4,74.52,1,0,3,4,0.00,2.26,158.89
1,47.85,2,2,1,2,0.00,2.97,154.38
3,51.74,1,2,0,0,0.00,7.01,155.45
2,30.00,2,2,3,2,0.00,3.30,187.40
4,100.10,2,1,2,2,0.00,7.78,197.71
1,30.00,2,0,4,4,4.23,6.91,271.45
6,96.20,2,1,2,0,0.00,3.05,189.50
4,83.56,1,0,2,0,0.00,5.84,181.95
2,48.83,1,2,4,2,4.67,4.12,314.03
6,108.72,1,0,2,3,4.99,6.94,363.10
2,59.92,2,0,1,3,0.00,6.09,191.51
5,111.15,2,1,1,2,0.00,8.23,223.37
3,63.73,2,0,3,4,0.00,4.44,203.22
5,113.88,1,0,1,0,0.00,4.59,128.62
2,73.64,1,0,4,1,0.00,2.91,126.47
5,129.60,2,2,3,2,0.00,6.81,250.77
6,88.24,1,1,1,4,0.00,4.29,260.03
1,34.49,2,0,0,1,0.00,5.22,127.73
4,65.54,1,0,3,4,6.70,3.72,367.27
5,125.15,2,1,3,2,3.26,7.52,348.11
5,86.98,1,1,3,3,0.00,5.68,216.32
3,81.93,1,1,2,1,0.00,5.08,178.50
4,71.93,1,2,3,0,0.00,8.88,156.82
4,75.19,1,1,1,0,0.00,4.75,133.22
3,35.48,2,1,4,3,0.00,7.43,232.90
1,36.73,1,2,0,2,6.80,6.99,282.91
4,120.12,2,2,0,1,6.13,5.04,340.52
1,49.81,1,0,4,0,0.00,8.77,115.43
4,45.41,2,0,3,2,0.00,7.54,240.96
5,88.86,2,2,1,3,0.00,7.89,229.62
5,115.53,2,1,2,0,0.00,8.29,236.93
1,65.04,1,0,0,4,0.00,4.37,152.06
3,82.84,1,2,0,4,0.00,3.10,142.64
2,36.59,1,2,2,1,3.67,8.08,267.47
3,105.54,2,2,1,3,0.00,8.97,207.17
1,37.29,2,0,0,3,2.04,7.17,213.10
5,100.78,2,1,0,1,0.00,2.48,186.44
6,131.56,1,2,0,2,1.14,8.02,242.76
2,53.89,2,2,4,4,0.00,6.92,223.07
5,82.24,1,2,0,4,6.07,7.65,394.73
1,80.00,2,2,3,1,0.00,2.75,179.18
6,136.67,2,2,4,4,0.00,5.26,269.67
5,99.68,1,1,1,0,0.00,4.84,166.53
1,47.50,1,2,0,3,0.00,6.12,165.62
6,122.56,1,1,4,0,0.00,7.24,183.62
1,46.42,1,2,2,4,0.00,2.05,130.67
3,64.34,2,2,1,2,0.00,8.78,183.95
5,94.61,1,2,0,1,4.43,7.43,245.53
5,101.67,2,2,4,4,0.00,3.35,292.20
1,33.29,1,1,1,0,0.00,6.66,116.01
5,134.23,2,1,4,1,1.44,2.03,243.31
1,45.22,1,0,0,1,0.00,7.04,67.06
4,82.34,2,2,1,0,0.00,6.61,199.80
2,38.22,1,1,1,1,0.00,8.24,111.36
6,107.73,2,0,1,3,0.00,7.04,225.55
4,106.04,1,2,1,2,5.03,7.42,312.04
1,51.04,1,2,4,3,0.00,5.68,162.77
2,67.92,1,0,0,1,6.87,3.48,264.53
1,30.00,1,1,2,4,0.00,7.72,109.86
4,82.34,2,0,1,3,2.87,8.96,274.57
5,112.67,2,1,3,1,5.09,3.08,342.80
2,82.86,2,0,0,4,0.00,3.06,175.98
4,126.87,1,0,4,3,0.00,6.94,198.08
4,106.54,1,0,2,4,0.00,4.85,190.91
1,68.16,2,0,0,0,0.00,6.41,92.14
2,75.03,2,0,3,1,0.00,7.57,224.07
6,116.89,1,1,0,2,0.00,2.16,173.91
6,120.42,2,2,0,1,5.37,3.09,406.77
6,119.73,1,0,4,0,3.27,4.20,309.03
4,80.64,1,1,4,3,5.54,8.40,397.55
4,66.97,1,1,4,1,6.68,4.56,384.14
2,30.00,2,1,4,2,0.00,7.07,191.00
3,73.76,2,0,2,4,0.00,8.10,241.07
2,78.01,1,1,2,3,0.00,5.65,164.87
2,47.39,2,2,2,3,0.00,6.54,177.10
3,30.00,2,2,4,4,0.00,8.08,294.59
4,70.12,2,2,3,1,0.00,6.39,203.95
2,55.95,1,2,2,3,0.00,4.52,172.17
5,77.47,2,0,3,2,0.00,5.97,216.03
4,135.11,2,0,0,0,0.00,8.59,188.54
2,65.77,1,1,4,4,1.19,5.80,228.86
3,114.45,1,1,2,0,3.73,4.65,215.98
3,100.74,1,0,4,0,0.00,6.60,138.70
6,83.22,1,0,0,3,0.00,6.10,198.53
4,75.87,1,2,2,4,0.00,5.26,183.20
5,98.76,2,0,4,1,4.16,3.20,312.58
3,102.13,2,2,0,4,1.38,2.08,228.11
4,58.34,1,1,3,0,4.55,6.81,281.47
4,86.74,2,2,1,2,0.00,3.51,243.50
5,86.19,1,2,3,2,0.00,6.57,200.51
