area_m2,habitaciones,banos,estrato,antiguedad_anos,parqueaderos,distancia_centro_km,piso,precio_cop
207.18,6,3,4,9,2,12.89,13,1091570000
51.4,1,1,5,0,0,7.19,9,410190000
93.96,3,2,3,11,1,6.74,19,415700000
98.35,3,2,2,35,1,15.14,1,305380000
59.63,1,2,3,1,0,8.67,3,326260000
163.65,3,3,3,11,1,15.48,7,740300000
196.77,6,3,3,3,0,12.8,5,735530000
61.85,1,1,2,30,1,9.9,4,364060000
154.22,4,3,3,32,1,14.31,17,593260000
68.59,2,1,2,22,0,13.6,5,246780000
73.31,3,1,2,17,1,17.35,6,270270000
104.91,2,2,4,4,0,7.95,14,727480000
62.6,3,1,4,9,0,4.46,10,355300000
184.81,5,3,4,11,2,8.68,20,947970000
174.41,5,3,5,8,0,15.04,11,1057340000
88.66,2,1,2,23,0,19.68,19,388270000
59.13,2,1,2,29,1,14.96,5,213240000
136.05,5,2,4,0,1,11.15,14,774200000
83.58,2,3,4,4,0,9.39,18,402000000
38.32,1,1,4,8,0,9.12,9,332350000
42.43,1,1,4,1,0,11.42,6,124860000
85.42,3,1,4,32,0,6.5,17,520850000
152.29,4,3,3,10,2,13.15,13,664390000
160.41,5,3,4,29,1,17.91,5,723410000
74.48,2,1,4,40,1,12.86,4,442790000
140.39,4,2,3,34,1,13.97,1,619870000
175.34,5,3,5,14,2,15.45,14,907020000
84.45,2,2,4,3,0,7.77,13,643700000
66.21,2,3,3,15,0,18.94,11,373490000
158.07,4,3,2,36,1,9.04,10,649240000
203.99,6,3,3,15,2,10.57,14,758300000
194.23,6,4,3,21,2,12.29,11,668260000
100.51,2,2,4,31,1,10.96,11,587800000
149.39,4,3,2,38,1,11.55,6,558600000
117.64,3,1,3,5,2,13.05,17,582910000
168.65,5,2,5,40,1,13.58,4,1072660000
80.05,2,1,2,10,1,17.87,15,311020000
150.32,4,2,6,8,1,10.99,3,1019070000
196.19,5,3,3,23,1,16.92,3,854190000
192.28,5,3,3,18,2,13.51,13,897840000
158.17,5,2,5,1,1,6.62,3,930880000
119.35,3,2,5,17,1,18.08,7,558450000
58.56,1,2,3,18,0,9.33,3,369660000
122.37,3,2,3,1,1,11.03,5,587630000
77.06,1,2,4,3,0,5.21,9,392610000
120.83,4,3,2,10,1,17.81,5,422060000
93.66,3,2,4,11,0,18.06,17,512720000
173.44,6,3,5,29,2,13.55,19,1036510000
182.32,5,2,4,7,2,9.28,3,836360000
158.67,5,3,4,31,1,13.0,3,745650000
52.78,2,2,5,27,0,6.47,14,439540000
107.74,3,2,4,36,0,12.89,12,437560000
68.8,1,1,3,37,0,19.03,7,231560000
128.83,3,3,5,13,1,6.85,10,775530000
152.73,5,3,4,19,1,7.73,9,953500000
182.65,5,3,4,21,2,9.51,1,868130000
130.59,4,2,3,31,1,11.22,3,493030000
92.02,3,2,4,8,1,5.81,3,613600000
67.16,2,1,3,14,0,14.13,5,204500000
65.22,1,1,5,1,1,10.81,14,430940000
50.26,1,1,4,30,0,8.37,9,209540000
98.56,3,2,4,13,0,11.08,20,548860000
146.44,4,2,3,11,1,19.36,14,528220000
42.17,1,1,4,8,0,12.03,9,371270000
208.37,4,3,6,8,1,9.05,5,1394770000
200.83,5,3,2,6,2,20.31,13,806950000
110.79,4,2,3,14,1,12.55,15,523950000
136.03,3,3,3,39,2,18.23,11,451800000
147.4,4,3,4,12,1,22.78,20,790860000
145.63,5,4,5,10,1,8.49,14,775770000
143.53,4,2,3,15,1,15.37,14,523080000
78.26,2,1,4,39,0,10.39,19,401240000
85.58,2,2,2,30,1,21.42,2,124410000
185.42,4,3,5,28,0,12.3,12,903240000
188.26,5,3,4,3,2,13.56,16,1013810000
201.04,5,3,4,23,1,8.92,9,1071750000
175.59,5,3,6,9,1,3.01,4,1189400000
150.08,4,2,3,26,1,2.44,9,627680000
146.34,4,2,4,12,2,8.2,19,796390000
130.24,4,3,4,20,1,13.83,14,810490000
84.45,2,1,5,25,0,7.1,11,511560000
148.76,5,2,3,14,0,17.15,4,711010000
87.86,2,1,3,14,1,12.08,10,375750000
121.38,4,2,2,22,1,12.45,3,568180000
120.64,3,2,3,7,1,16.88,17,575110000
163.44,5,3,4,10,1,12.62,18,740120000
121.76,3,2,4,25,1,13.5,15,499730000
120.2,3,2,4,39,1,13.31,20,660180000
58.13,1,1,3,22,0,12.5,15,218600000
43.89,1,1,3,10,0,6.59,2,179460000
183.0,5,3,5,5,2,8.13,6,1003180000
124.35,3,1,2,15,1,14.99,5,381980000
61.69,2,1,3,9,1,11.94,10,433570000
74.24,1,2,2,11,0,14.74,10,228650000
175.81,6,3,4,39,2,14.57,12,803680000
71.5,3,1,3,25,0,13.31,14,349430000
103.61,2,3,3,17,0,21.31,5,409180000
50.68,1,1,2,24,0,20.61,18,279750000
76.16,2,2,2,0,1,13.83,16,385720000
81.86,3,1,4,8,0,12.92,1,420580000
112.07,3,2,4,22,0,9.5,19,576530000
181.42,4,3,3,21,2,11.58,13,929720000
181.92,5,3,4,33,1,6.44,12,917470000
140.42,4,3,4,40,1,1.21,10,799520000
102.07,2,2,6,12,0,10.89,2,616540000
130.45,4,2,3,33,1,13.35,9,684780000
70.3,2,1,3,19,0,9.92,11,358210000
98.88,2,1,4,17,1,10.76,19,487720000
163.26,4,2,3,24,1,16.76,7,698060000
144.12,4,2,3,19,2,18.3,10,715810000
145.17,4,3,6,19,1,3.31,20,925440000
167.32,4,3,4,39,2,12.71,17,759040000
80.69,2,2,3,20,1,10.65,11,483390000
72.78,1,2,5,7,0,13.13,12,520560000
188.55,5,4,4,1,2,7.01,7,978760000
54.04,1,1,4,25,0,4.37,1,320770000
90.48,2,2,5,36,0,6.32,14,537340000
81.94,3,1,4,9,0,11.86,12,327240000
201.69,5,4,4,25,1,3.98,3,1016190000
39.19,1,1,3,2,0,23.12,11,206870000
69.57,1,2,3,27,0,12.72,20,362140000
152.48,5,3,2,20,1,15.78,19,571570000
65.38,3,1,4,39,0,15.52,17,328370000
51.12,1,1,6,15,0,11.25,12,367200000
116.85,3,3,4,3,0,18.08,17,612340000
198.86,5,3,4,25,1,12.05,19,950590000
53.78,2,1,5,40,0,11.19,14,186870000
153.4,5,2,5,16,0,11.56,19,848070000
77.01,2,1,6,36,0,4.72,11,417890000
41.04,1,1,3,7,0,11.41,13,267790000
101.89,3,2,3,37,0,12.04,17,458400000
110.78,3,3,5,35,1,7.3,1,743730000
193.5,5,4,2,38,1,17.4,4,605080000
183.87,5,2,3,29,0,17.8,7,942970000
53.25,2,1,5,3,0,9.12,17,439350000
85.15,1,3,3,29,0,10.74,18,331260000
173.37,5,3,2,27,2,16.2,12,683570000
116.1,4,2,5,20,1,5.83,7,848140000
113.82,3,2,4,3,1,11.8,5,728390000
166.92,5,3,3,20,2,6.71,1,875840000
85.03,3,2,4,29,0,19.48,7,380200000
155.05,5,2,3,14,1,20.49,9,508880000
169.91,4,2,3,29,1,10.94,5,636620000
39.71,1,1,6,30,0,3.09,17,225840000
158.83,4,3,6,24,1,14.69,5,1048760000
190.38,6,3,3,38,1,15.42,12,810860000
187.63,6,3,5,33,2,2.74,6,855160000
164.56,5,3,2,20,1,17.23,18,613830000
172.08,5,2,3,31,1,14.53,4,823180000
93.37,3,1,5,37,1,3.59,11,476850000
78.05,1,2,5,39,0,16.69,14,518570000
84.82,3,2,2,20,0,14.54,18,272030000
133.6,3,3,6,17,1,2.37,20,843050000
137.6,4,3,3,40,1,11.8,17,546660000
169.21,3,4,3,28,1,9.37,13,678880000
63.37,2,1,5,23,0,7.31,12,244580000
145.87,4,3,3,20,0,12.35,16,549120000
41.7,1,1,4,5,0,10.13,7,365200000
114.29,2,2,5,34,0,10.65,8,520530000
190.71,5,3,3,32,2,7.09,11,888380000
55.05,1,2,4,16,0,10.55,7,178960000
85.64,3,2,4,37,0,10.16,12,476850000
157.28,4,2,4,29,1,7.22,13,853050000
47.97,2,1,4,14,0,8.04,4,347370000
57.45,1,1,4,31,0,6.91,7,349020000
153.44,5,4,3,24,0,13.74,3,629390000
51.22,2,1,5,17,0,8.56,10,311570000
112.77,3,2,2,3,1,17.46,8,522660000
107.61,2,2,4,30,1,12.58,8,572780000
192.31,5,3,6,16,1,8.12,3,1140880000
60.56,2,1,2,10,0,12.24,16,209870000
115.39,3,3,3,11,1,10.87,10,542200000
106.18,3,2,2,32,0,12.76,5,468370000
69.7,2,2,4,17,0,17.03,2,404780000
141.01,4,3,4,38,1,7.7,18,653570000
147.87,4,2,3,25,1,20.46,18,557050000
46.19,1,1,4,19,0,7.6,7,446280000
39.17,2,1,3,6,0,6.55,17,323360000
171.38,5,3,4,10,2,11.96,13,819110000
152.8,5,2,3,13,1,11.27,7,746330000
102.24,2,2,5,18,0,4.96,14,648590000
98.33,2,1,3,8,0,12.4,4,444290000
75.08,2,1,3,40,0,9.96,8,317500000
184.37,4,3,4,16,1,6.77,6,879760000
177.78,4,3,2,14,2,15.33,17,847920000
57.02,2,1,2,0,0,10.58,4,299430000
137.88,4,3,5,35,1,9.05,9,749480000
110.56,3,2,3,33,0,10.6,6,360490000
52.58,1,2,3,35,0,9.14,1,427560000
173.4,5,3,3,25,1,6.86,16,668150000
168.96,5,3,2,37,1,15.3,15,664180000
77.31,2,1,4,19,0,10.43,1,529710000
49.64,1,1,3,6,0,16.43,13,257870000
197.49,6,3,6,19,2,3.77,14,1309620000
188.82,5,3,3,22,1,11.77,1,793810000
97.67,3,2,5,2,0,11.93,6,580110000
97.48,2,2,3,37,0,5.33,20,575880000
154.58,4,2,2,27,1,10.77,19,594760000
145.94,3,2,2,24,1,4.5,11,679510000
97.23,2,2,4,22,0,12.55,3,381320000
144.14,3,3,5,1,1,9.94,18,890910000
177.71,5,3,2,23,1,13.31,2,782120000
53.67,2,1,4,33,1,10.96,1,289280000
68.71,2,1,3,29,0,14.29,2,209580000
43.83,1,1,5,7,0,6.51,9,372680000
157.71,4,3,3,10,1,10.3,12,873900000
107.96,2,2,3,21,0,11.1,6,445870000
173.55,4,3,4,23,1,4.83,15,917020000
149.57,3,3,4,18,1,6.57,14,730490000
140.09,3,2,6,7,1,0.5,11,946150000
117.94,3,2,3,16,0,10.8,10,518530000
113.68,4,3,5,7,1,6.77,10,676370000
60.81,2,1,4,6,0,15.26,19,464730000
51.94,1,1,3,34,0,19.11,13,237680000
176.42,5,3,3,19,1,13.31,13,606320000
154.33,5,3,5,17,1,10.35,18,816010000
175.06,4,3,5,37,2,5.57,20,1016380000
61.46,2,1,3,15,0,12.76,2,471120000
93.07,3,1,2,32,1,7.16,14,423050000
88.15,2,2,5,26,0,13.97,5,492200000
112.93,3,2,2,26,0,8.14,5,392030000
56.54,2,1,3,30,0,6.49,9,322710000
157.27,4,3,4,19,1,16.89,7,698130000
133.54,5,2,4,19,1,6.19,15,724990000
134.1,3,2,2,11,0,11.89,17,404710000
144.57,5,2,5,22,0,7.48,1,837340000
154.32,5,3,4,19,1,8.49,10,616190000
66.79,1,1,3,32,0,9.05,5,267050000
162.3,4,2,4,27,1,5.15,20,996730000
112.91,3,2,5,7,1,13.43,1,586530000
190.11,5,2,3,40,1,8.38,11,746310000
46.5,2,2,3,5,0,9.09,13,279850000
54.95,2,2,3,23,0,10.76,4,170350000
115.45,3,2,2,4,0,17.9,5,536280000
107.36,4,2,3,39,1,14.58,4,412940000
46.17,1,1,4,34,0,11.96,19,136770000
107.72,4,2,3,1,0,11.46,4,507440000
129.79,3,2,3,9,1,13.98,2,601150000
47.89,1,1,6,35,0,11.71,11,359630000
109.02,3,2,5,21,0,16.04,13,545260000
40.92,1,1,3,32,0,10.94,20,260080000
159.66,4,3,5,3,1,6.71,3,892740000
86.66,2,2,5,31,1,4.09,12,432130000
139.48,4,3,5,28,1,11.07,18,695500000
159.9,4,3,4,25,1,15.62,10,782770000
189.82,5,3,3,13,2,16.07,18,884320000
55.16,1,1,3,0,0,11.71,3,296730000
196.72,5,3,3,30,2,12.4,13,810040000
170.08,5,3,4,4,1,10.63,1,788980000
185.12,5,4,5,27,1,15.28,4,992810000
173.75,5,3,4,12,1,10.32,17,762720000
182.37,4,3,4,15,1,12.72,13,938950000
140.49,4,2,3,9,1,16.78,8,618510000
118.55,3,2,2,39,1,16.35,20,432560000
131.32,4,2,3,33,2,17.41,11,590030000
98.63,3,2,4,23,0,10.76,17,474040000
46.82,1,2,3,10,0,12.34,16,320330000
169.49,3,3,4,25,2,14.97,15,955950000
144.87,3,3,4,30,1,6.11,4,881080000
126.48,3,2,3,6,1,7.89,5,519960000
52.85,2,1,5,36,1,8.03,7,366610000
175.83,4,3,6,32,1,6.74,20,1063860000
40.73,1,1,4,15,0,5.45,13,405040000
52.31,2,2,4,0,0,10.35,13,294550000
47.98,1,1,3,15,0,15.9,1,98050000
109.89,3,2,4,19,0,7.53,7,562680000
100.48,3,2,5,39,0,6.52,18,546570000
110.52,3,2,4,32,0,8.48,20,537770000
185.51,5,4,6,2,1,9.05,17,1242460000
136.59,3,3,4,26,1,12.66,2,647070000
126.11,3,3,3,39,2,23.42,9,589490000
174.53,6,3,3,19,1,6.46,14,777720000
145.76,4,3,2,38,0,21.75,5,402720000
187.99,5,3,3,4,2,18.53,11,779130000
39.0,1,1,2,36,0,12.29,2,137750000
94.81,2,2,4,25,1,4.22,14,449220000
194.22,6,2,2,24,2,10.61,11,765500000
177.14,5,3,4,26,1,6.64,7,1020920000
107.15,3,2,3,17,1,10.6,16,572780000
64.21,2,1,4,1,0,16.61,14,269640000
111.17,2,2,3,27,0,7.84,11,530360000
46.36,1,1,5,35,0,7.39,20,286000000
139.53,4,2,4,27,1,11.83,11,732020000
125.87,3,3,3,37,0,9.53,20,528890000
147.93,5,3,4,33,1,9.56,15,833410000
199.17,4,4,4,37,2,6.51,18,989650000
82.77,2,2,2,29,0,15.77,1,332890000
196.24,5,3,3,16,1,12.63,14,979910000
171.52,4,2,3,8,1,13.94,13,733420000
129.42,3,2,4,16,0,12.44,8,768470000
103.67,3,2,4,30,1,10.74,1,592560000
104.17,3,2,3,14,1,16.28,12,573630000
106.88,3,1,5,27,1,7.79,11,688830000
71.87,2,2,4,24,0,17.09,13,392560000
159.58,4,3,5,26,2,10.73,10,859260000
42.57,1,1,2,2,0,15.46,1,238960000
42.62,1,1,5,36,0,4.99,17,339540000
111.71,3,1,4,16,1,9.61,13,542270000
100.84,2,2,4,16,0,8.78,10,470780000
143.3,5,2,4,27,1,11.95,20,667220000
189.4,5,3,5,17,1,3.54,15,1047260000
78.18,1,1,4,33,0,9.33,1,537220000
203.73,6,3,4,35,1,12.22,10,1062190000
184.85,6,4,2,37,2,13.6,3,692980000
178.46,4,3,4,9,1,8.68,13,954540000
131.51,3,2,4,19,1,9.74,13,708760000
181.46,4,3,5,4,2,13.33,14,877480000
75.44,2,2,2,34,1,17.35,11,311800000
175.07,5,3,5,1,1,5.63,3,1031980000
146.06,5,3,3,14,1,8.56,18,816660000
170.68,4,3,5,7,2,6.5,10,857710000
154.64,3,2,3,40,1,8.6,20,789150000
209.47,6,4,2,16,2,5.03,14,805330000
187.34,6,2,2,1,1,11.38,7,823710000
68.02,1,2,5,19,0,12.69,19,538180000
92.5,3,2,4,1,1,10.8,18,509420000
159.98,4,3,4,28,1,10.48,11,904490000
188.13,5,4,3,29,1,7.38,14,847650000
169.98,4,3,3,25,0,15.13,5,630280000
47.48,1,1,2,39,0,9.96,16,275530000
93.2,3,1,2,22,0,21.62,12,252850000
92.79,3,2,3,25,1,11.84,3,545460000
86.41,1,1,4,15,1,8.92,5,607060000
41.5,1,1,6,17,0,3.71,14,203110000
107.5,3,2,4,26,1,12.4,15,517110000
46.86,2,2,3,9,0,7.49,14,422910000
117.76,3,2,6,32,1,6.25,2,819380000
40.84,2,1,4,2,0,12.71,8,216140000
195.67,5,3,4,31,2,14.77,16,882170000
73.7,1,1,4,38,0,13.55,5,385130000
191.71,4,3,5,25,2,9.03,6,1023260000
85.96,3,1,3,5,0,11.56,13,341990000
175.72,5,3,5,32,1,4.99,6,919420000
96.8,2,1,4,8,0,7.08,2,397190000
169.65,5,3,3,32,1,17.69,11,754950000
94.29,3,2,5,22,1,6.83,4,513300000
160.0,4,3,4,22,1,16.27,8,813830000
51.19,2,1,3,11,0,8.64,1,433630000
162.88,5,3,5,10,1,11.11,1,867100000
48.91,1,1,3,2,0,4.86,5,203350000
124.77,4,2,4,7,1,9.28,18,733510000
81.11,2,1,6,24,0,0.5,14,672990000
142.1,3,2,3,33,2,6.04,7,686110000
117.96,3,2,5,36,1,14.98,10,689580000
71.81,3,2,3,20,1,15.08,3,276740000
203.1,6,3,3,4,2,15.88,11,943020000
118.2,3,2,3,33,0,13.92,8,510660000
68.29,2,1,4,15,0,7.88,20,280540000
175.28,5,3,5,27,2,9.37,17,828310000
115.67,3,2,2,36,1,17.15,18,460990000
209.01,5,3,4,25,1,22.01,10,945440000
60.32,2,2,4,22,0,13.9,19,440270000
79.87,3,1,2,3,0,11.32,20,245040000
130.02,3,2,3,32,1,14.17,15,657730000
50.34,1,1,3,17,2,11.53,15,305020000
40.66,1,1,4,7,0,6.43,7,123460000
90.89,2,2,3,22,0,15.95,20,362030000
167.28,4,2,4,18,1,10.08,15,975740000
75.2,1,1,2,35,1,15.06,1,320580000
165.56,5,3,3,29,1,7.13,13,806780000
117.6,2,2,2,0,0,17.71,19,382040000
163.78,4,3,4,5,1,13.35,1,739350000
158.17,4,3,3,39,1,19.67,1,622590000
130.0,3,2,5,31,2,7.75,15,839170000
78.47,3,1,4,33,1,9.56,10,504680000
104.62,3,2,5,2,1,7.92,7,685240000
108.69,3,1,3,27,1,6.29,14,542390000
99.36,2,2,3,7,1,13.75,4,425500000
183.7,4,2,5,16,1,10.91,6,954070000
163.07,5,3,3,17,1,9.66,6,752740000
157.14,4,3,4,28,1,8.97,12,893970000
135.36,4,3,3,38,1,14.88,17,627660000
188.85,5,3,2,31,1,17.4,4,720660000
69.89,2,1,4,24,0,12.33,9,405870000
178.92,4,3,4,33,1,8.64,3,938760000
62.92,1,2,4,18,1,12.2,6,369420000
104.04,3,1,5,22,1,8.76,18,585110000
146.98,5,3,5,39,1,12.35,20,902910000
161.44,4,3,3,8,1,17.55,13,666170000
139.73,4,2,3,27,1,8.16,20,733090000
178.15,5,4,3,14,1,2.7,8,1011720000
42.95,1,1,4,3,0,15.46,14,311350000
94.47,2,2,4,40,0,10.64,5,533630000
158.53,4,2,3,2,1,13.13,18,748640000
121.42,3,2,3,11,1,14.27,3,536430000
44.28,1,1,4,34,0,11.89,4,276830000
187.37,6,4,3,24,2,14.18,4,810310000
128.82,4,3,3,23,1,5.86,20,562870000
93.44,2,2,2,1,1,16.44,20,581160000
73.16,2,1,4,18,0,10.31,14,457740000
74.55,2,2,3,0,0,13.57,18,371560000
172.96,5,3,3,26,1,12.49,12,784560000
152.04,4,2,5,28,1,8.84,10,919980000
87.44,2,1,3,9,1,9.55,4,463580000
50.49,1,1,4,28,1,7.93,1,80000000
192.23,6,3,5,1,1,9.03,13,1214080000
124.26,4,2,2,28,1,14.18,17,335180000
86.02,3,1,4,6,0,2.59,12,477230000
204.62,6,3,4,1,1,7.65,13,996640000
98.09,3,2,3,28,0,14.08,20,396850000
132.42,5,2,3,17,1,8.95,3,492510000
99.7,3,2,3,27,1,21.65,17,519960000
118.07,3,2,5,7,1,13.95,20,723080000
190.87,6,3,3,16,1,15.87,3,784350000
151.84,5,2,3,39,1,15.5,3,671730000
147.0,4,3,5,8,1,9.46,16,773370000
202.76,6,3,6,1,2,14.46,20,1258940000
76.94,2,1,3,19,0,15.43,15,294050000
48.56,2,2,4,0,0,9.09,2,428960000
105.57,4,3,2,25,1,6.16,20,466340000
51.27,1,2,6,40,0,14.74,10,290790000
55.65,2,1,3,11,0,13.28,16,295100000
207.57,6,3,4,9,2,10.48,19,1000460000
39.22,1,1,4,30,1,2.09,4,244360000
154.76,5,3,3,4,1,5.82,12,815480000
91.03,2,2,3,37,1,13.94,17,550500000
201.85,5,4,3,23,1,19.47,9,955640000
159.54,4,2,4,28,2,8.69,18,831160000
177.62,5,3,3,31,1,14.31,13,685660000
84.45,3,2,3,15,0,7.1,2,453840000
151.19,5,2,2,0,2,13.47,14,677720000
65.68,2,1,5,3,1,6.33,11,381590000
88.57,3,2,4,28,0,8.51,15,269350000
106.9,4,3,3,9,1,20.18,16,582220000
49.47,1,2,5,28,0,3.41,2,345710000
78.81,1,1,5,0,0,18.24,5,520590000
97.51,3,2,3,32,0,12.59,4,385150000
99.23,3,1,2,40,1,16.11,20,384820000
75.89,2,2,4,2,0,14.96,8,324200000
92.02,3,2,5,32,0,10.66,9,536610000
129.23,4,3,6,13,1,2.25,5,778860000
189.97,5,3,6,34,1,11.95,5,1096740000
39.63,1,1,4,36,0,14.3,14,259320000
73.29,2,1,4,35,1,12.41,9,467290000
137.93,3,2,4,30,2,14.91,16,813410000
194.46,6,3,3,10,2,13.56,20,884640000
141.69,3,2,3,23,1,8.49,10,666130000
53.83,1,1,3,25,0,5.97,13,118190000
157.73,5,4,3,25,2,10.8,4,728940000
182.68,4,4,5,40,1,7.72,9,1103590000
187.23,6,3,3,10,2,16.92,12,888550000
103.33,3,2,3,16,1,11.27,4,361850000
178.77,5,3,4,26,1,13.1,19,821230000
116.32,3,2,3,18,1,10.32,4,568820000
142.01,4,2,5,9,1,14.54,19,747650000
41.85,1,1,3,16,0,6.53,10,121750000
104.57,3,3,3,36,0,7.85,16,508890000
171.54,5,3,3,34,2,15.84,20,584280000
151.66,4,3,3,38,1,12.79,14,645080000
68.57,2,1,5,3,0,10.6,7,318940000
116.76,3,1,6,1,1,1.48,8,812460000
201.64,6,3,2,1,2,12.56,11,828260000
142.3,4,2,4,36,2,3.32,14,732330000
100.24,3,2,3,37,1,13.17,3,378720000
151.46,4,3,4,31,1,3.13,12,724400000
62.82,2,1,4,1,1,11.38,4,411960000
162.39,3,3,4,5,2,11.49,11,883700000
206.3,5,4,2,34,2,17.56,5,690990000
167.71,4,3,3,0,1,10.02,18,669660000
81.43,3,1,4,29,1,9.11,3,476740000
53.8,2,2,4,7,0,13.62,5,291470000
92.39,2,1,3,40,0,7.63,8,359070000
179.45,5,3,5,13,1,8.34,9,916890000
71.25,2,2,4,7,0,4.56,7,395430000
40.67,1,2,3,4,0,10.05,1,217850000
99.08,2,2,3,37,1,8.15,1,361930000
137.01,5,2,4,12,1,7.95,5,637620000
138.71,4,2,4,19,1,8.43,8,617350000
159.33,4,3,2,5,1,12.63,11,542420000
117.56,3,2,5,15,1,10.99,20,725170000
192.48,4,4,5,8,2,7.82,10,1028900000
72.81,2,1,4,18,0,8.68,18,342730000
60.68,2,1,3,3,0,15.61,20,328070000
152.87,4,2,2,4,1,11.53,8,598920000
159.89,5,3,3,11,1,14.22,4,738040000
154.26,4,3,3,24,1,12.68,4,677060000
142.71,6,4,5,25,1,10.75,8,728580000
195.66,5,3,4,0,1,3.79,15,1124580000
195.98,5,3,4,12,1,17.89,14,957710000
157.62,4,3,2,1,1,18.8,8,740090000
81.75,2,1,5,6,0,14.31,9,431840000
98.21,3,2,4,10,1,12.14,7,488610000
209.91,6,4,3,27,2,15.17,13,843230000
202.71,6,3,6,6,2,10.85,17,1266850000
183.92,6,3,3,30,2,7.9,15,842510000
78.49,2,2,3,29,0,9.63,10,378340000
208.87,6,4,4,39,2,10.57,4,1009240000
111.41,3,2,4,27,0,9.85,20,607440000
106.52,3,2,4,35,1,17.51,6,413560000
144.1,4,3,4,14,1,14.85,3,803740000
171.01,5,3,5,5,0,12.48,7,942260000
146.61,3,3,4,38,1,16.24,8,752060000
93.78,1,2,3,39,0,16.22,3,482890000
101.06,3,2,4,17,1,18.94,13,549550000
159.3,5,3,4,38,1,8.49,15,823560000
127.05,3,2,5,19,0,4.3,6,679580000
41.62,1,1,3,19,0,8.3,4,177570000
201.2,6,2,3,24,2,8.99,5,924860000
65.3,2,2,4,24,0,10.6,18,466570000
142.07,3,3,4,8,0,15.05,9,618460000
110.05,3,2,4,38,0,15.63,1,452830000
69.03,2,3,3,29,0,14.22,20,429860000
129.82,4,2,4,33,1,8.6,11,653910000
79.18,3,1,4,25,1,15.02,7,360370000
113.37,2,2,4,0,0,4.63,1,592010000
38.47,1,1,5,15,0,7.08,14,309950000
190.85,5,3,3,1,2,4.1,16,938540000
179.66,6,3,3,31,1,9.9,19,821190000
91.71,2,2,4,11,1,18.25,20,656610000
39.73,2,1,3,2,0,8.43,3,297250000
116.96,2,2,3,19,1,5.47,2,563650000
201.92,5,4,3,13,2,14.14,3,965050000
75.43,2,1,5,5,0,7.2,20,587000000
174.88,5,3,4,3,1,8.11,14,862710000
62.9,1,1,3,33,0,16.76,16,399110000
150.83,5,4,3,15,2,13.03,9,648130000
84.7,3,2,3,9,1,8.99,9,435250000
173.93,3,3,4,8,2,8.1,7,923290000
151.34,4,2,5,25,1,10.57,18,791720000
156.45,4,2,6,26,2,7.13,9,879470000
125.99,3,2,3,13,0,8.01,20,501530000
44.8,1,1,2,31,0,11.82,1,122840000
83.85,3,2,3,18,1,11.66,10,388090000
167.29,3,3,5,24,2,10.11,9,980160000
53.33,2,1,3,37,0,16.16,1,80000000
57.47,2,1,4,30,0,8.13,18,367250000
92.1,3,1,3,13,0,16.43,15,484840000
45.79,1,1,4,10,0,19.05,8,140910000
146.65,3,3,5,30,1,8.09,17,982920000
134.06,3,3,3,24,2,9.72,7,654000000
147.82,4,2,3,11,1,15.11,11,680770000
189.57,5,3,3,40,1,11.44,12,821250000
103.97,3,1,3,34,1,13.08,16,495970000
65.43,1,1,3,38,0,15.36,13,195320000
101.03,3,2,3,1,1,9.17,14,614150000
110.57,4,2,3,14,0,8.69,3,461700000
123.66,4,2,6,30,1,0.97,18,839110000
158.03,4,3,3,40,2,13.22,2,719810000
154.34,4,2,6,40,1,9.24,10,831030000
201.73,5,3,6,37,1,13.29,20,1214220000
53.83,2,2,2,38,0,18.89,16,254640000
125.43,3,3,4,17,2,13.83,13,707360000
132.77,4,2,4,38,1,6.81,15,607540000
164.44,5,3,3,18,1,7.86,14,740590000
71.45,2,2,2,34,0,13.07,20,223440000
68.53,2,2,4,36,0,11.18,16,422390000
38.31,1,1,2,39,0,6.79,17,80000000
40.47,2,1,3,29,0,12.4,8,192530000
100.43,2,3,5,17,1,9.9,1,551400000
122.99,3,2,4,16,1,15.48,16,620530000
199.06,5,3,4,3,1,11.74,15,1041960000
157.34,4,3,6,30,1,12.16,2,956740000
113.89,4,1,5,20,1,18.51,14,472050000
87.91,3,2,2,9,1,14.58,5,302850000
145.86,4,3,4,31,1,6.72,4,868980000
71.28,1,1,4,38,0,10.35,9,241230000
98.23,2,2,2,5,1,17.26,12,472590000
104.89,4,2,4,15,1,7.56,6,735220000
113.3,3,2,5,10,0,4.94,5,791910000
129.49,4,2,4,14,1,14.26,6,777990000
71.77,2,2,5,4,1,12.67,16,386600000
63.43,2,1,5,11,0,9.6,4,340260000
183.9,5,3,3,2,1,12.05,16,872170000
116.73,3,2,3,10,0,11.46,8,516700000
38.02,1,1,5,11,0,11.39,17,300380000
173.14,5,3,2,18,0,22.01,7,564030000
186.03,5,3,3,31,2,13.06,14,737460000
151.08,4,2,4,7,1,12.43,11,809880000
54.72,1,1,3,21,0,17.74,11,261720000
39.18,1,1,3,26,0,11.27,2,313210000
203.12,6,3,5,18,3,13.75,4,1199590000
141.07,4,2,3,10,1,19.9,15,736370000
199.73,5,4,4,26,2,16.55,15,1040810000
44.86,1,1,3,34,0,6.78,5,351010000
142.43,3,3,3,34,1,14.61,3,645950000
49.48,1,1,3,33,0,12.52,14,219110000
95.69,3,2,5,38,0,6.81,8,531360000
91.15,2,2,5,13,1,10.68,9,563010000
179.65,5,2,4,12,2,11.47,7,985090000
